idade,profissao,estado_civil,educacao,tem_inadimplencia,saldo_anual,emprestimo_habitacional,emprestimo_pessoal,tipo_contato,dia,mes,duracao_segundos,num_contatos_campanha,dias_desde_ultimo_contato,contatos_anteriores,resultado_campanha_anterior,assinou_deposito
38,gerencia,casado,desconhecido,nao,546,sim,nao,celular,7,mai,437,3,351,2,falha,nao
27,estudante,solteiro,medio,nao,8366,nao,nao,celular,7,mai,458,2,349,1,outro,nao
43,desconhecido,casado,medio,nao,703,sim,nao,celular,7,mai,96,3,301,1,falha,nao
28,administrativo,solteiro,medio,nao,697,sim,nao,celular,7,mai,404,2,-1,0,desconhecido,nao
52,gerencia,casado,superior,nao,-1224,sim,nao,celular,7,mai,253,4,-1,0,desconhecido,nao
36,administrativo,divorciado,medio,nao,181,sim,nao,celular,7,mai,271,2,-1,0,desconhecido,nao
26,servicos,solteiro,medio,nao,5533,sim,nao,celular,7,mai,582,2,283,4,falha,nao
42,operario,divorciado,fundamental,sim,78,sim,nao,celular,7,mai,227,2,-1,0,desconhecido,nao
28,autonomo,solteiro,superior,nao,270,sim,nao,celular,7,mai,49,2,345,2,falha,nao
35,operario,casado,fundamental,nao,1033,sim,nao,celular,7,mai,244,2,-1,0,desconhecido,nao
50,operario,casado,fundamental,nao,162,sim,nao,celular,7,mai,924,3,-1,0,desconhecido,nao
27,servicos,solteiro,medio,nao,814,sim,nao,celular,7,mai,62,2,-1,0,desconhecido,nao
43,gerencia,casado,superior,nao,0,sim,nao,celular,7,mai,240,3,293,5,falha,nao
29,gerencia,casado,superior,nao,2417,sim,nao,celular,7,mai,126,2,-1,0,desconhecido,nao
28,tecnico,solteiro,medio,nao,417,sim,sim,celular,7,mai,188,2,366,2,outro,nao
37,gerencia,casado,superior,nao,19,sim,nao,celular,7,mai,580,2,-1,0,desconhecido,nao
33,tecnico,divorciado,medio,nao,2,sim,nao,celular,7,mai,600,2,330,17,falha,nao
56,tecnico,casado,medio,nao,264,sim,sim,celular,7,mai,639,2,280,5,sucesso,nao
41,operario,casado,medio,nao,424,sim,nao,celular,7,mai,83,5,-1,0,desconhecido,nao
33,administrativo,casado,medio,nao,543,sim,nao,celular,7,mai,244,2,-1,0,desconhecido,nao
28,autonomo,solteiro,superior,nao,75,sim,nao,celular,7,mai,245,3,-1,0,desconhecido,nao
54,operario,divorciado,medio,nao,1145,sim,nao,celular,7,mai,178,3,-1,0,desconhecido,nao
24,tecnico,casado,medio,nao,432,sim,nao,celular,7,mai,212,2,-1,0,desconhecido,nao
39,tecnico,divorciado,medio,nao,411,sim,nao,celular,7,mai,17,2,-1,0,desconhecido,nao
36,domestica,casado,medio,nao,556,sim,nao,celular,7,mai,35,3,-1,0,desconhecido,nao
33,servicos,casado,fundamental,nao,0,sim,nao,celular,7,mai,227,2,-1,0,desconhecido,nao
46,empreendedor,casado,superior,nao,193,sim,nao,celular,7,mai,201,8,-1,0,desconhecido,nao
42,operario,casado,fundamental,nao,0,sim,sim,celular,7,mai,209,2,-1,0,desconhecido,nao
38,tecnico,casado,medio,nao,2000,sim,nao,celular,7,mai,198,2,-1,0,desconhecido,nao
34,administrativo,casado,medio,nao,48,sim,nao,celular,7,mai,1806,2,287,3,outro,sim
34,tecnico,solteiro,medio,nao,105,sim,nao,celular,7,mai,146,2,171,3,falha,nao
27,operario,solteiro,medio,sim,-717,sim,sim,celular,7,mai,202,2,349,1,outro,nao
31,administrativo,casado,medio,nao,799,sim,nao,celular,7,mai,556,3,-1,0,desconhecido,nao
35,administrativo,divorciado,medio,nao,0,sim,nao,celular,7,mai,262,2,-1,0,desconhecido,nao
31,tecnico,solteiro,desconhecido,nao,460,sim,nao,celular,7,mai,189,2,-1,0,desconhecido,nao
23,domestica,casado,superior,nao,66,sim,nao,celular,7,mai,1391,2,-1,0,desconhecido,sim
26,domestica,casado,medio,nao,13,sim,nao,celular,7,mai,132,2,293,1,outro,nao
31,desempregado,solteiro,superior,nao,140,sim,nao,telefone,7,mai,11,2,-1,0,desconhecido,nao
51,gerencia,casado,superior,nao,1854,sim,sim,celular,7,mai,166,3,338,2,falha,nao
53,operario,casado,fundamental,nao,2144,sim,nao,celular,7,mai,217,2,342,1,falha,nao
49,operario,solteiro,fundamental,nao,2146,sim,nao,celular,7,mai,1516,2,353,2,outro,sim
56,empreendedor,casado,superior,nao,16125,nao,nao,telefone,7,mai,202,2,167,1,falha,nao
38,administrativo,divorciado,superior,nao,2801,sim,sim,celular,7,mai,252,2,-1,0,desconhecido,nao
39,operario,casado,medio,nao,660,sim,sim,celular,7,mai,93,4,168,3,falha,nao
38,operario,solteiro,fundamental,nao,0,sim,nao,celular,7,mai,350,2,-1,0,desconhecido,nao
57,servicos,casado,medio,nao,1577,sim,nao,telefone,7,mai,908,2,357,1,outro,nao
33,operario,casado,fundamental,nao,50,sim,nao,celular,7,mai,246,2,-1,0,desconhecido,nao
29,operario,casado,medio,nao,-20,sim,nao,celular,7,mai,140,3,-1,0,desconhecido,nao
31,operario,casado,medio,nao,1664,sim,nao,celular,7,mai,603,2,17,2,falha,nao
44,autonomo,casado,superior,nao,11757,nao,nao,celular,7,mai,152,2,-1,0,desconhecido,nao
37,desempregado,solteiro,medio,nao,490,sim,sim,celular,7,mai,739,2,325,3,falha,nao
38,operario,divorciado,medio,nao,595,sim,nao,celular,7,mai,245,3,-1,0,desconhecido,nao
43,operario,casado,medio,nao,1255,sim,sim,celular,7,mai,300,2,-1,0,desconhecido,nao
41,tecnico,divorciado,medio,nao,348,sim,nao,celular,7,mai,225,2,275,2,falha,nao
28,administrativo,solteiro,medio,nao,-181,sim,sim,celular,7,mai,429,2,343,4,falha,nao
32,operario,solteiro,medio,nao,567,sim,nao,celular,7,mai,275,2,342,4,outro,nao
32,gerencia,divorciado,superior,sim,-277,sim,nao,celular,7,mai,196,3,-1,0,desconhecido,nao
33,tecnico,solteiro,medio,nao,5214,sim,nao,celular,7,mai,293,2,-1,0,desconhecido,nao
42,desempregado,casado,medio,nao,356,sim,nao,celular,7,mai,787,3,356,2,falha,sim
37,operario,casado,medio,nao,740,sim,nao,celular,7,mai,434,3,342,2,falha,nao
55,aposentado,casado,medio,nao,1,sim,nao,telefone,7,mai,79,2,360,6,outro,nao
32,empreendedor,casado,superior,nao,0,sim,nao,celular,7,mai,388,2,349,2,falha,nao
50,gerencia,casado,superior,nao,1174,sim,nao,celular,7,mai,128,2,-1,0,desconhecido,nao
45,tecnico,casado,medio,nao,1240,nao,nao,celular,7,mai,269,2,-1,0,desconhecido,nao
32,tecnico,solteiro,superior,nao,2626,sim,sim,celular,7,mai,217,2,351,2,outro,nao
32,operario,solteiro,superior,nao,3014,sim,nao,celular,7,mai,291,2,-1,0,desconhecido,nao
40,administrativo,casado,medio,nao,168,sim,nao,celular,7,mai,249,2,169,1,falha,nao
38,empreendedor,casado,desconhecido,nao,1134,sim,nao,celular,7,mai,249,4,332,3,falha,nao
29,gerencia,casado,superior,nao,991,nao,nao,celular,7,mai,109,2,-1,0,desconhecido,nao
32,administrativo,casado,medio,nao,203,sim,sim,celular,7,mai,219,2,-1,0,desconhecido,nao
36,gerencia,divorciado,superior,nao,-252,sim,nao,celular,7,mai,235,2,293,1,outro,nao
55,gerencia,divorciado,superior,nao,608,sim,nao,celular,7,mai,161,2,-1,0,desconhecido,nao
37,gerencia,casado,superior,nao,591,sim,nao,celular,7,mai,181,2,255,5,falha,nao
39,servicos,solteiro,medio,nao,1163,sim,nao,celular,7,mai,432,3,363,2,outro,nao
59,aposentado,casado,medio,nao,417,sim,nao,celular,7,mai,476,2,-1,0,desconhecido,nao
39,operario,casado,medio,nao,62,sim,nao,celular,7,mai,877,3,-1,0,desconhecido,sim
33,tecnico,casado,medio,nao,348,sim,nao,celular,7,mai,263,2,294,1,sucesso,nao
31,servicos,solteiro,medio,nao,1192,sim,nao,celular,7,mai,156,2,349,2,outro,nao
24,servicos,solteiro,medio,nao,638,sim,sim,celular,7,mai,792,3,-1,0,desconhecido,sim
36,tecnico,casado,medio,nao,197,sim,nao,celular,7,mai,589,2,-1,0,desconhecido,nao
46,tecnico,divorciado,medio,nao,-154,sim,nao,celular,7,mai,215,2,294,1,falha,nao
30,tecnico,solteiro,superior,nao,3086,sim,nao,celular,7,mai,84,3,168,1,falha,nao
43,servicos,solteiro,medio,nao,37,sim,nao,celular,7,mai,329,2,-1,0,desconhecido,nao
33,tecnico,divorciado,superior,nao,2558,nao,nao,celular,7,mai,680,2,367,2,falha,nao
45,administrativo,casado,medio,sim,-106,sim,sim,celular,7,mai,553,3,288,1,outro,sim
35,operario,casado,medio,nao,848,sim,nao,celular,7,mai,174,3,366,2,falha,nao
29,autonomo,casado,superior,nao,0,sim,nao,celular,7,mai,253,2,302,1,falha,nao
33,operario,casado,medio,nao,1221,sim,nao,celular,7,mai,127,6,-1,0,desconhecido,nao
27,tecnico,casado,medio,nao,130,sim,nao,celular,7,mai,265,3,-1,0,desconhecido,nao
27,domestica,solteiro,superior,nao,979,sim,nao,celular,7,mai,272,4,357,1,outro,nao
32,operario,casado,medio,nao,2263,nao,nao,celular,7,mai,113,2,-1,0,desconhecido,nao
45,servicos,divorciado,medio,nao,608,sim,sim,celular,7,mai,1135,3,323,30,falha,sim
32,servicos,solteiro,medio,nao,1274,sim,nao,celular,7,mai,239,2,-1,0,desconhecido,nao
48,gerencia,casado,superior,nao,60,nao,nao,telefone,7,mai,376,2,339,7,falha,nao
32,administrativo,solteiro,medio,nao,626,sim,nao,celular,7,mai,324,2,351,1,falha,nao
30,gerencia,casado,superior,nao,86,sim,sim,celular,7,mai,255,6,169,3,falha,nao
32,administrativo,casado,desconhecido,nao,516,sim,nao,celular,7,mai,20,8,-1,0,desconhecido,nao
43,administrativo,divorciado,medio,nao,146,sim,nao,celular,7,mai,274,3,358,2,falha,nao
33,operario,casado,medio,nao,0,sim,nao,celular,7,mai,831,4,-1,0,desconhecido,nao
52,gerencia,casado,superior,nao,0,sim,sim,celular,7,mai,541,3,343,5,falha,nao
58,empreendedor,solteiro,superior,nao,229,sim,nao,celular,7,mai,162,7,-1,0,desconhecido,nao
37,operario,casado,medio,nao,-158,sim,sim,celular,7,mai,892,2,-1,0,desconhecido,nao
59,gerencia,casado,fundamental,nao,0,sim,nao,telefone,7,mai,123,3,-1,0,desconhecido,nao
57,tecnico,casado,medio,nao,3071,sim,sim,celular,7,mai,63,3,-1,0,desconhecido,nao
39,tecnico,divorciado,medio,nao,291,sim,nao,celular,7,mai,882,2,-1,0,desconhecido,sim
44,gerencia,divorciado,superior,nao,0,sim,nao,telefone,7,mai,146,4,-1,0,desconhecido,nao
25,autonomo,solteiro,medio,nao,933,sim,nao,celular,7,mai,463,2,-1,0,desconhecido,nao
43,operario,casado,fundamental,nao,823,sim,nao,telefone,7,mai,174,12,-1,0,desconhecido,nao
24,tecnico,solteiro,medio,nao,-540,sim,nao,celular,7,mai,190,2,-1,0,desconhecido,nao
25,tecnico,divorciado,superior,nao,2317,sim,nao,celular,7,mai,273,4,-1,0,desconhecido,nao
33,servicos,casado,medio,nao,0,sim,sim,celular,7,mai,172,2,-1,0,desconhecido,nao
46,aposentado,casado,fundamental,nao,-35,sim,nao,celular,7,mai,304,3,-1,0,desconhecido,nao
50,operario,casado,medio,nao,26,sim,nao,celular,7,mai,245,5,366,2,falha,nao
38,servicos,casado,superior,nao,563,sim,nao,celular,7,mai,251,2,-1,0,desconhecido,nao
33,tecnico,divorciado,medio,nao,0,sim,nao,celular,7,mai,177,2,-1,0,desconhecido,nao
26,estudante,solteiro,medio,nao,279,nao,nao,celular,7,mai,239,3,-1,0,desconhecido,nao
39,administrativo,casado,superior,nao,464,sim,nao,celular,7,mai,100,1,-1,0,desconhecido,nao
22,estudante,solteiro,medio,nao,252,sim,nao,celular,7,mai,206,3,-1,0,desconhecido,nao
45,operario,divorciado,medio,nao,-184,sim,nao,celular,7,mai,878,3,170,5,falha,sim
39,servicos,solteiro,medio,nao,403,sim,nao,celular,7,mai,1262,3,-1,0,desconhecido,sim
46,tecnico,casado,medio,nao,-408,sim,sim,telefone,7,mai,138,4,286,1,outro,nao
51,operario,casado,desconhecido,nao,0,sim,nao,telefone,7,mai,10,4,-1,0,desconhecido,nao
53,operario,casado,medio,nao,0,sim,nao,celular,7,mai,407,2,-1,0,desconhecido,nao
35,operario,casado,medio,nao,1615,sim,nao,celular,7,mai,1051,2,-1,0,desconhecido,nao
34,administrativo,divorciado,medio,nao,0,sim,nao,celular,7,mai,323,3,-1,0,desconhecido,nao
27,operario,casado,medio,sim,-584,sim,nao,celular,7,mai,411,2,-1,0,desconhecido,nao
49,gerencia,casado,superior,nao,734,sim,nao,celular,7,mai,42,2,324,3,falha,nao
54,operario,casado,medio,nao,1223,sim,nao,celular,7,mai,369,1,-1,0,desconhecido,nao
52,gerencia,casado,superior,nao,249,sim,sim,telefone,7,mai,100,1,-1,0,desconhecido,nao
27,operario,solteiro,medio,nao,185,sim,nao,celular,7,mai,212,1,-1,0,desconhecido,nao
41,gerencia,casado,superior,nao,11103,sim,nao,telefone,7,mai,55,1,-1,0,desconhecido,nao
37,operario,casado,medio,nao,140,sim,sim,celular,7,mai,490,1,-1,0,desconhecido,nao
28,administrativo,solteiro,medio,nao,26,sim,nao,celular,7,mai,227,2,-1,0,desconhecido,nao
39,operario,solteiro,medio,nao,0,sim,nao,celular,7,mai,722,2,-1,0,desconhecido,nao
45,tecnico,divorciado,medio,nao,3271,nao,nao,celular,7,mai,388,2,-1,0,desconhecido,nao
36,operario,casado,medio,nao,195,sim,sim,celular,7,mai,1297,2,-1,0,desconhecido,nao
33,tecnico,solteiro,medio,nao,781,sim,nao,celular,7,mai,201,1,-1,0,desconhecido,nao
32,tecnico,solteiro,superior,nao,1849,sim,nao,celular,7,mai,155,1,-1,0,desconhecido,nao
34,operario,solteiro,fundamental,nao,279,sim,nao,celular,7,mai,208,1,357,1,falha,nao
29,tecnico,solteiro,medio,nao,281,sim,nao,celular,7,mai,340,1,-1,0,desconhecido,nao
26,tecnico,casado,medio,nao,518,sim,nao,celular,7,mai,189,3,-1,0,desconhecido,nao
28,servicos,solteiro,medio,nao,805,sim,nao,celular,7,mai,148,5,336,7,outro,nao
29,gerencia,casado,superior,nao,202,sim,nao,celular,7,mai,378,1,-1,0,desconhecido,nao
49,operario,casado,fundamental,nao,762,sim,nao,celular,7,mai,373,2,360,4,falha,nao
47,servicos,casado,medio,nao,1269,sim,nao,celular,7,mai,181,1,253,6,outro,nao
38,operario,casado,medio,nao,117,sim,nao,celular,7,mai,54,1,337,1,falha,nao
40,administrativo,divorciado,desconhecido,nao,64,sim,nao,celular,7,mai,873,1,293,1,falha,nao
43,operario,casado,medio,nao,232,sim,nao,telefone,8,mai,128,8,324,7,outro,nao
37,servicos,casado,medio,nao,4760,sim,nao,celular,8,mai,182,2,169,2,falha,nao
47,operario,divorciado,medio,nao,169,sim,nao,celular,8,mai,141,2,-1,0,desconhecido,nao
36,servicos,divorciado,fundamental,nao,418,sim,nao,celular,8,mai,156,2,-1,0,desconhecido,nao
35,gerencia,casado,superior,nao,247,sim,nao,celular,8,mai,209,3,367,3,outro,nao
44,tecnico,casado,medio,nao,135,sim,nao,celular,8,mai,262,3,-1,0,desconhecido,nao
40,administrativo,divorciado,medio,nao,-607,sim,nao,celular,8,mai,328,2,353,2,falha,nao
43,gerencia,casado,superior,nao,9,sim,nao,telefone,8,mai,142,3,358,3,falha,nao
42,empreendedor,casado,fundamental,nao,319,sim,nao,telefone,8,mai,17,9,-1,0,desconhecido,nao
37,operario,casado,fundamental,nao,0,sim,nao,telefone,8,mai,143,4,-1,0,desconhecido,nao
57,gerencia,divorciado,superior,nao,52,sim,nao,celular,8,mai,40,3,359,8,outro,nao
29,administrativo,casado,medio,nao,500,sim,nao,celular,8,mai,8,8,-1,0,desconhecido,nao
34,desempregado,casado,medio,nao,1243,sim,sim,celular,8,mai,157,4,-1,0,desconhecido,nao
56,operario,casado,medio,nao,1255,sim,nao,telefone,8,mai,145,1,-1,0,desconhecido,nao
25,tecnico,solteiro,medio,nao,50,sim,nao,celular,8,mai,191,1,-1,0,desconhecido,nao
39,administrativo,solteiro,medio,nao,2345,sim,nao,celular,8,mai,491,2,344,2,falha,sim
50,gerencia,casado,superior,nao,400,sim,nao,celular,8,mai,41,1,360,1,falha,nao
33,operario,casado,fundamental,nao,245,sim,sim,celular,8,mai,253,3,-1,0,desconhecido,nao
43,operario,casado,medio,nao,0,sim,nao,celular,8,mai,440,1,-1,0,desconhecido,nao
31,gerencia,casado,superior,nao,-181,sim,nao,celular,8,mai,127,1,170,2,falha,nao
39,administrativo,solteiro,medio,nao,2749,sim,nao,celular,8,mai,104,1,170,1,falha,nao
44,empreendedor,casado,fundamental,nao,5039,nao,nao,celular,8,mai,317,2,-1,0,desconhecido,nao
42,operario,casado,fundamental,nao,608,sim,nao,celular,8,mai,67,2,-1,0,desconhecido,nao
31,autonomo,solteiro,desconhecido,nao,7118,sim,nao,celular,8,mai,795,6,170,3,falha,nao
34,desempregado,solteiro,medio,nao,233,sim,nao,celular,8,mai,11,8,365,4,falha,nao
57,aposentado,divorciado,medio,nao,1029,sim,nao,celular,8,mai,165,1,-1,0,desconhecido,nao
37,operario,casado,fundamental,nao,120,sim,nao,celular,8,mai,80,4,358,1,outro,nao
41,operario,casado,medio,nao,2039,sim,nao,celular,8,mai,729,1,-1,0,desconhecido,sim
42,gerencia,divorciado,superior,nao,357,sim,nao,celular,8,mai,39,1,-1,0,desconhecido,nao
29,administrativo,divorciado,medio,nao,883,nao,sim,celular,8,mai,85,1,-1,0,desconhecido,nao
42,administrativo,solteiro,medio,nao,-149,sim,sim,celular,8,mai,33,1,-1,0,desconhecido,nao
57,operario,divorciado,medio,nao,75,sim,nao,celular,8,mai,159,1,361,2,falha,nao
53,tecnico,casado,superior,nao,7,nao,sim,celular,8,mai,57,1,368,1,falha,nao
53,tecnico,divorciado,desconhecido,nao,629,sim,nao,celular,8,mai,298,1,-1,0,desconhecido,nao
37,tecnico,casado,medio,nao,1613,sim,nao,celular,8,mai,266,1,281,11,outro,nao
33,tecnico,solteiro,medio,nao,3806,sim,nao,celular,8,mai,95,3,-1,0,desconhecido,nao
48,gerencia,solteiro,superior,nao,0,sim,sim,celular,8,mai,76,1,-1,0,desconhecido,nao
30,gerencia,solteiro,superior,nao,277,sim,nao,celular,8,mai,166,1,42,1,outro,nao
41,administrativo,divorciado,medio,nao,639,sim,nao,celular,8,mai,88,1,-1,0,desconhecido,nao
45,autonomo,casado,medio,nao,264,sim,nao,celular,8,mai,113,1,360,2,falha,nao
39,gerencia,casado,superior,nao,3518,sim,nao,celular,8,mai,440,1,-1,0,desconhecido,nao
32,tecnico,casado,medio,nao,56,sim,nao,celular,8,mai,126,1,359,5,outro,nao
40,autonomo,casado,medio,nao,167,sim,sim,celular,8,mai,380,4,295,1,falha,nao
57,servicos,casado,medio,nao,68,sim,nao,celular,8,mai,65,2,-1,0,desconhecido,nao
45,administrativo,solteiro,medio,nao,0,sim,nao,celular,8,mai,38,1,-1,0,desconhecido,nao
45,servicos,casado,medio,nao,770,sim,nao,celular,8,mai,114,1,-1,0,desconhecido,nao
45,gerencia,casado,medio,nao,458,sim,nao,celular,8,mai,181,3,-1,0,desconhecido,nao
46,gerencia,casado,medio,nao,174,sim,nao,celular,8,mai,157,1,-1,0,desconhecido,nao
56,administrativo,divorciado,desconhecido,nao,789,sim,nao,celular,8,mai,1022,1,360,2,falha,nao
56,tecnico,casado,medio,nao,2313,sim,nao,celular,8,mai,293,3,364,2,falha,nao
40,operario,divorciado,fundamental,nao,71,sim,nao,celular,8,mai,225,1,-1,0,desconhecido,nao
34,tecnico,casado,medio,nao,1234,sim,nao,celular,8,mai,106,1,288,6,falha,nao
38,operario,solteiro,fundamental,nao,0,sim,sim,celular,8,mai,84,1,290,1,falha,nao
33,operario,casado,fundamental,nao,0,nao,nao,celular,8,mai,174,1,-1,0,desconhecido,nao
41,gerencia,casado,superior,nao,-4,sim,nao,celular,8,mai,72,1,368,1,falha,nao
43,operario,casado,medio,nao,2,sim,sim,celular,8,mai,7,5,-1,0,desconhecido,nao
43,tecnico,casado,medio,nao,-330,sim,sim,celular,8,mai,105,1,-1,0,desconhecido,nao
27,gerencia,solteiro,superior,nao,1137,sim,nao,celular,8,mai,26,1,-1,0,desconhecido,nao
33,tecnico,casado,superior,nao,0,sim,nao,celular,8,mai,206,1,-1,0,desconhecido,nao
33,tecnico,solteiro,medio,nao,220,sim,nao,celular,8,mai,197,1,-1,0,desconhecido,nao
34,gerencia,solteiro,superior,nao,5945,sim,nao,celular,8,mai,285,1,170,1,falha,nao
59,autonomo,casado,superior,nao,6237,sim,nao,celular,8,mai,63,1,169,2,falha,nao
39,servicos,casado,medio,nao,100,sim,nao,celular,8,mai,132,1,-1,0,desconhecido,nao
42,operario,divorciado,fundamental,nao,28,sim,nao,celular,8,mai,213,5,-1,0,desconhecido,nao
30,operario,casado,medio,nao,194,sim,nao,celular,8,mai,475,3,-1,0,desconhecido,nao
31,tecnico,solteiro,medio,nao,106,sim,nao,celular,8,mai,94,1,-1,0,desconhecido,nao
23,tecnico,solteiro,medio,nao,4,sim,nao,celular,8,mai,763,1,-1,0,desconhecido,sim
49,tecnico,casado,superior,nao,-129,sim,nao,celular,8,mai,240,1,-1,0,desconhecido,nao
40,administrativo,divorciado,medio,nao,2679,sim,sim,celular,8,mai,122,1,350,1,falha,nao
31,tecnico,solteiro,medio,nao,691,sim,nao,celular,8,mai,198,1,-1,0,desconhecido,nao
39,administrativo,solteiro,medio,nao,1965,sim,nao,celular,8,mai,247,1,-1,0,desconhecido,nao
56,gerencia,casado,superior,nao,73,sim,nao,celular,8,mai,122,1,368,2,falha,nao
43,administrativo,solteiro,medio,nao,979,sim,nao,celular,8,mai,154,1,-1,0,desconhecido,nao
31,desempregado,divorciado,medio,nao,1144,sim,nao,celular,8,mai,65,2,367,1,falha,nao
41,operario,divorciado,medio,nao,-274,sim,nao,celular,8,mai,279,1,-1,0,desconhecido,nao
46,gerencia,casado,superior,nao,716,sim,sim,celular,8,mai,557,1,172,1,falha,nao
32,desempregado,solteiro,medio,nao,747,sim,nao,celular,8,mai,130,2,-1,0,desconhecido,nao
34,gerencia,solteiro,superior,nao,220,sim,nao,telefone,8,mai,63,1,-1,0,desconhecido,nao
32,tecnico,casado,medio,nao,0,sim,nao,celular,8,mai,77,2,-1,0,desconhecido,nao
55,servicos,casado,medio,nao,244,sim,nao,celular,8,mai,171,1,-1,0,desconhecido,nao
35,operario,casado,fundamental,nao,0,sim,nao,celular,8,mai,265,1,290,2,falha,nao
30,tecnico,casado,medio,nao,4,sim,nao,celular,8,mai,17,5,-1,0,desconhecido,nao
39,gerencia,divorciado,superior,nao,299,sim,nao,celular,8,mai,40,2,-1,0,desconhecido,nao
57,tecnico,casado,medio,nao,28,sim,nao,celular,8,mai,163,1,358,1,falha,nao
48,gerencia,divorciado,superior,nao,313,nao,nao,celular,8,mai,208,1,-1,0,desconhecido,nao
51,administrativo,divorciado,medio,nao,74,sim,nao,celular,8,mai,74,2,287,2,falha,nao
58,tecnico,casado,medio,nao,950,sim,nao,celular,8,mai,49,1,303,1,falha,nao
36,administrativo,solteiro,medio,nao,506,sim,nao,celular,8,mai,208,4,-1,0,desconhecido,nao
40,gerencia,solteiro,fundamental,nao,259,sim,nao,celular,8,mai,70,1,-1,0,desconhecido,nao
54,empreendedor,casado,desconhecido,nao,19,sim,nao,celular,8,mai,103,1,368,1,falha,nao
35,operario,casado,medio,nao,156,sim,nao,celular,8,mai,302,1,283,3,falha,nao
31,tecnico,solteiro,medio,nao,-423,sim,nao,celular,8,mai,103,6,-1,0,desconhecido,nao
38,empreendedor,casado,fundamental,nao,350,sim,nao,celular,8,mai,75,1,-1,0,desconhecido,nao
48,operario,casado,medio,nao,1794,sim,sim,celular,8,mai,97,1,343,2,falha,nao
48,gerencia,divorciado,superior,nao,84,sim,nao,celular,8,mai,14,5,364,5,falha,nao
36,servicos,casado,medio,nao,-182,sim,sim,celular,8,mai,19,6,304,11,outro,nao
31,operario,casado,medio,nao,8,sim,nao,celular,8,mai,98,2,170,1,falha,nao
32,operario,solteiro,medio,nao,259,sim,nao,celular,8,mai,158,3,354,1,falha,nao
46,aposentado,casado,medio,nao,2396,nao,nao,celular,8,mai,307,1,-1,0,desconhecido,nao
50,tecnico,casado,medio,nao,20,sim,nao,celular,8,mai,57,1,303,1,falha,nao
41,operario,casado,fundamental,nao,1428,sim,sim,celular,8,mai,182,1,-1,0,desconhecido,nao
44,tecnico,casado,medio,nao,533,sim,nao,celular,8,mai,153,4,171,3,falha,nao
46,operario,casado,fundamental,nao,9083,sim,nao,celular,8,mai,389,1,-1,0,desconhecido,nao
39,operario,casado,medio,nao,171,sim,sim,celular,8,mai,153,1,353,1,falha,nao
49,servicos,casado,medio,nao,4300,sim,sim,celular,8,mai,134,1,256,6,falha,nao
40,tecnico,divorciado,medio,nao,-163,sim,nao,celular,8,mai,290,1,-1,0,desconhecido,nao
40,administrativo,casado,medio,nao,526,sim,nao,celular,8,mai,851,1,-1,0,desconhecido,nao
27,operario,casado,medio,nao,14,nao,nao,celular,8,mai,295,1,-1,0,desconhecido,nao
48,operario,casado,medio,nao,5078,sim,nao,telefone,8,mai,139,1,-1,0,desconhecido,nao
47,gerencia,casado,superior,nao,296,sim,nao,celular,8,mai,500,1,-1,0,desconhecido,nao
57,administrativo,casado,medio,nao,6005,sim,nao,celular,8,mai,704,1,323,6,falha,sim
36,operario,casado,medio,nao,74,sim,nao,celular,8,mai,168,2,-1,0,desconhecido,nao
31,operario,casado,medio,nao,-190,sim,sim,celular,8,mai,299,3,-1,0,desconhecido,nao
23,operario,solteiro,medio,nao,0,sim,nao,celular,8,mai,6,5,350,2,falha,nao
32,operario,solteiro,fundamental,nao,1918,sim,nao,celular,8,mai,318,1,172,1,falha,nao
27,autonomo,solteiro,medio,nao,23,sim,nao,celular,8,mai,291,1,-1,0,desconhecido,nao
46,operario,casado,desconhecido,nao,842,sim,nao,telefone,8,mai,833,1,-1,0,desconhecido,sim
56,aposentado,casado,medio,nao,2330,nao,nao,celular,8,mai,209,1,-1,0,desconhecido,nao
36,operario,casado,medio,nao,0,sim,nao,celular,8,mai,113,1,-1,0,desconhecido,nao
43,gerencia,casado,superior,nao,489,sim,nao,celular,8,mai,130,1,172,2,outro,nao
53,administrativo,casado,fundamental,nao,0,sim,nao,celular,8,mai,86,1,298,3,falha,nao
40,gerencia,casado,medio,nao,408,sim,nao,celular,8,mai,80,1,322,4,falha,nao
38,administrativo,divorciado,medio,nao,859,sim,sim,celular,8,mai,52,1,302,4,falha,nao
36,servicos,casado,medio,nao,0,sim,nao,celular,8,mai,346,1,368,1,falha,nao
49,gerencia,casado,superior,nao,1311,sim,nao,celular,8,mai,813,1,-1,0,desconhecido,sim
32,administrativo,casado,medio,nao,-4,nao,nao,celular,8,mai,47,5,-1,0,desconhecido,nao
48,gerencia,casado,desconhecido,nao,0,sim,nao,celular,8,mai,612,1,344,1,outro,nao
56,operario,casado,fundamental,nao,-116,sim,nao,celular,8,mai,1014,2,-1,0,desconhecido,nao
47,operario,casado,medio,nao,265,sim,nao,celular,8,mai,144,2,368,1,falha,nao
51,gerencia,divorciado,medio,nao,-35,sim,nao,celular,8,mai,498,1,263,5,falha,nao
40,gerencia,casado,superior,nao,0,sim,nao,celular,8,mai,232,1,-1,0,desconhecido,nao
50,operario,divorciado,medio,nao,-441,sim,nao,celular,8,mai,203,2,-1,0,desconhecido,nao
37,tecnico,divorciado,medio,nao,262,sim,nao,celular,8,mai,268,1,281,4,outro,nao
