DATA_REGISTRO,PROCEDIMENTO,TIPO_PROPRIEDADE,BAIRRO,SUBTIPO_IMOVEL,VALOR_TRANSACAO,AREA_UTIL_M2,QUARTOS,METRO_MAIS_PROXIMO,SHOPPING_MAIS_PROXIMO,PONTO_REFERENCIA_MAIS_PROXIMO,PROJETO,PRECO_POR_M2,CATEGORIA_TAMANHO,FAIXA_DE_VALOR
2026-01-02,Development Registration,Não Freehold,SILICON OASIS,Apartamento,1025000.0,103.4,2 Quarto(s),,,IMG World Adventures,CORAL RESIDENCE,9912.96,Spacious,Mercado Médio
2026-02-10,Development Registration,Não Freehold,SILICON OASIS,Apartamento,847440.0,86.08,1 Quarto(s),,,IMG World Adventures,Selicon Star 2,9844.8,Médio,Mercado Médio
2026-02-10,Development Registration,Não Freehold,SILICON OASIS,Apartamento,595300.0,61.18,1 Quarto(s),,,,,9730.3,Médio,Entrada
2026-02-11,Development Registration,Não Freehold,SILICON OASIS,Apartamento,851730.0,86.48,1 Quarto(s),,,IMG World Adventures,Selicon Star 2,9848.87,Médio,Mercado Médio
2026-02-11,Development Registration,Não Freehold,DUBAI INVESTMENT PARK SECOND,Apartamento,581609.0,77.19,1 Quarto(s),,,Expo 2020 Site,RITAJ,7534.77,Médio,Entrada
2026-02-12,Development Registration,Não Freehold,SILICON OASIS,Apartamento,550000.0,49.18,Studio,,,IMG World Adventures,,11183.41,Médio,Entrada
2026-02-12,Development Registration,Não Freehold,DUBAI INVESTMENT PARK SECOND,Apartamento,581609.0,77.19,1 Quarto(s),,,Expo 2020 Site,RITAJ,7534.77,Médio,Entrada
2026-02-12,Development Registration,Não Freehold,SILICON OASIS,Apartamento,670000.0,67.96,1 Quarto(s),,,IMG World Adventures,SILICON HEIGHTS2,9858.74,Médio,Mercado Médio
2026-02-23,Development Registration,Não Freehold,SILICON OASIS,Apartamento,880440.0,86.66,1 Quarto(s),,,IMG World Adventures,Selicon Star 2,10159.7,Médio,Mercado Médio
2026-02-18,Development Registration,Não Freehold,SILICON OASIS,Apartamento,587700.0,61.14,1 Quarto(s),,,,,9612.37,Médio,Entrada
2026-02-17,Development Registration,Não Freehold,SILICON OASIS,Apartamento,592700.0,61.18,1 Quarto(s),,,,,9687.81,Médio,Entrada
2026-02-18,Development Registration,Não Freehold,DUBAI INVESTMENT PARK SECOND,Apartamento,581609.0,77.2,1 Quarto(s),,,Expo 2020 Site,RITAJ,7533.8,Médio,Entrada
2026-02-19,Development Registration,Não Freehold,DUBAI INVESTMENT PARK SECOND,Apartamento,569772.0,75.64,1 Quarto(s),,,Expo 2020 Site,RITAJ,7532.68,Médio,Entrada
2026-02-25,Development Registration,Não Freehold,SILICON OASIS,Apartamento,1988000.0,203.31,3 Quarto(s),,,,,9778.17,Premium,Alto Padrão
2026-02-25,Development Registration,Não Freehold,DUBAI INVESTMENT PARK SECOND,Apartamento,581609.0,77.2,1 Quarto(s),,,Expo 2020 Site,RITAJ,7533.8,Médio,Entrada
2026-02-25,Development Registration,Não Freehold,SILICON OASIS,Apartamento,1520300.0,140.7,3 Quarto(s),,,,,10805.26,Premium,Alto Padrão
2026-03-05,Development Registration,Não Freehold,SILICON OASIS,Apartamento,861300.0,86.64,1 Quarto(s),,,IMG World Adventures,Selicon Star 2,9941.14,Médio,Mercado Médio
2026-03-05,Development Registration,Não Freehold,SILICON OASIS,Apartamento,849200.0,87.69,1 Quarto(s),,,IMG World Adventures,Selicon Star 2,9684.11,Médio,Mercado Médio
2026-03-05,Development Registration,Não Freehold,SILICON OASIS,Apartamento,777150.0,75.59,1 Quarto(s),,,,,10281.12,Médio,Mercado Médio
2026-03-09,Development Registration,Não Freehold,SILICON OASIS,Apartamento,720000.0,67.83,1 Quarto(s),,,IMG World Adventures,Selicon Star 2,10614.77,Médio,Mercado Médio
2026-03-09,Development Registration,Não Freehold,SILICON OASIS,Apartamento,703300.0,76.42,1 Quarto(s),,,,,9203.09,Médio,Mercado Médio
2026-03-09,Development Registration,Não Freehold,SILICON OASIS,Apartamento,522000.0,48.55,Studio,,,IMG World Adventures,UNIESTATE MILLENNIUM TOWER,10751.8,Médio,Entrada
2026-03-10,Development Registration,Não Freehold,DUBAI INVESTMENT PARK SECOND,Apartamento,581609.0,77.2,1 Quarto(s),,,Expo 2020 Site,RITAJ,7533.8,Médio,Entrada
2026-03-12,Development Registration,Não Freehold,SILICON OASIS,Apartamento,1280000.0,126.4,2 Quarto(s),,,IMG World Adventures,,10126.58,Premium,Mercado Médio
2026-01-08,Development Registration,Não Freehold,SILICON OASIS,Apartamento,878600.0,86.47,1 Quarto(s),,,IMG World Adventures,Selicon Star 2,10160.75,Médio,Mercado Médio
2026-03-16,Development Registration,Não Freehold,SILICON OASIS,Apartamento,861300.0,86.48,1 Quarto(s),,,IMG World Adventures,Selicon Star 2,9959.53,Médio,Mercado Médio
2026-03-17,Development Registration,Não Freehold,SILICON OASIS,Apartamento,688200.0,74.0,1 Quarto(s),,,,,9300.0,Médio,Mercado Médio
2026-03-17,Development Registration,Não Freehold,SILICON OASIS,Office,1169820.0,93.37,Office,,,IMG World Adventures,,12528.86,Spacious,Mercado Médio
2026-03-18,Development Registration,Não Freehold,SILICON OASIS,Apartamento,520000.0,41.81,Studio,,,IMG World Adventures,,12437.22,Compacto,Entrada
2026-03-24,Development Registration,Não Freehold,DUBAI INVESTMENT PARK SECOND,Apartamento,582512.0,77.08,1 Quarto(s),,,Expo 2020 Site,RITAJ,7557.24,Médio,Entrada
2026-03-30,Development Registration,Não Freehold,DUBAI INVESTMENT PARK SECOND,Apartamento,579873.0,76.99,1 Quarto(s),,,Expo 2020 Site,RITAJ,7531.8,Médio,Entrada
2026-01-09,Development Registration,Não Freehold,SILICON OASIS,Apartamento,1315000.0,126.4,2 Quarto(s),,,IMG World Adventures,,10403.48,Premium,Mercado Médio
2026-03-31,Development Registration,Não Freehold,DUBAI INVESTMENT PARK SECOND,Apartamento,581609.0,77.19,1 Quarto(s),,,Expo 2020 Site,RITAJ,7534.77,Médio,Entrada
2026-04-01,Development Registration,Não Freehold,SILICON OASIS,Apartamento,1436625.0,117.96,2 Quarto(s),,,IMG World Adventures,Selicon Star 2,12178.92,Spacious,Alto Padrão
2026-04-02,Development Registration,Não Freehold,SILICON OASIS,Apartamento,1150000.0,119.02,2 Quarto(s),,,IMG World Adventures,,9662.24,Spacious,Mercado Médio
2026-04-06,Development Registration,Não Freehold,SILICON OASIS,Apartamento,303864.0,36.17,Studio,,,IMG World Adventures,SILICON GATE 1,8401.0,Compacto,Entrada
2026-04-07,Development Registration,Não Freehold,SILICON OASIS,Apartamento,500000.0,49.18,Studio,,,IMG World Adventures,,10166.73,Médio,Entrada
2026-04-09,Development Registration,Não Freehold,SILICON OASIS,Apartamento,1290000.0,126.4,2 Quarto(s),,,IMG World Adventures,,10205.7,Premium,Mercado Médio
2026-04-14,Development Registration,Não Freehold,SILICON OASIS,Apartamento,700000.0,82.8,1 Quarto(s),,,IMG World Adventures,CORDOBA PALACE,8454.11,Médio,Mercado Médio
2026-04-16,Development Registration,Não Freehold,SILICON OASIS,Apartamento,1280000.0,126.4,2 Quarto(s),,,IMG World Adventures,,10126.58,Premium,Mercado Médio
2026-04-24,Development Registration,Não Freehold,SILICON OASIS,Apartamento,850000.0,100.88,1 Quarto(s),,,IMG World Adventures,,8425.85,Spacious,Mercado Médio
2026-04-20,Development Registration,Não Freehold,DUBAI INVESTMENT PARK SECOND,Apartamento,569772.0,75.64,1 Quarto(s),,,Expo 2020 Site,RITAJ,7532.68,Médio,Entrada
2026-04-22,Development Registration,Não Freehold,SILICON OASIS,Office,1149218.0,92.84,Office,,,IMG World Adventures,SILICON INFORMATION TECHNOLOGY TOWER,12378.48,Spacious,Mercado Médio
2026-04-27,Development Registration,Não Freehold,DUBAI INVESTMENT PARK SECOND,Apartamento,579873.0,76.99,1 Quarto(s),,,Expo 2020 Site,RITAJ,7531.8,Médio,Entrada
2026-04-29,Development Registration,Não Freehold,DUBAI INVESTMENT PARK SECOND,Apartamento,579873.0,76.99,1 Quarto(s),,,Expo 2020 Site,RITAJ,7531.8,Médio,Entrada
2026-04-30,Development Registration,Não Freehold,DUBAI INVESTMENT PARK SECOND,Apartamento,584850.0,77.62,1 Quarto(s),,,Expo 2020 Site,RITAJ,7534.78,Médio,Entrada
2026-05-05,Development Registration,Não Freehold,SILICON OASIS,Apartamento,2350000.0,274.91,3 Quarto(s),,,IMG World Adventures,,8548.25,Premium,Alto Padrão
2026-01-06,Development Registration,Não Freehold,SILICON OASIS,Apartamento,861300.0,86.48,1 Quarto(s),,,IMG World Adventures,Selicon Star 2,9959.53,Médio,Mercado Médio
2026-05-07,Development Registration,Não Freehold,SILICON OASIS,Apartamento,870870.0,86.48,1 Quarto(s),,,IMG World Adventures,Selicon Star 2,10070.19,Médio,Mercado Médio
2026-05-07,Development Registration,Não Freehold,DUBAI INVESTMENT PARK SECOND,Apartamento,579873.0,76.99,1 Quarto(s),,,Expo 2020 Site,RITAJ,7531.8,Médio,Entrada
2026-05-07,Development Registration,Não Freehold,SILICON OASIS,Apartamento,1490000.0,154.25,3 Quarto(s),,,,,9659.64,Premium,Alto Padrão
2026-05-07,Development Registration,Não Freehold,DUBAI INVESTMENT PARK SECOND,Apartamento,562317.0,77.3,1 Quarto(s),,,Expo 2020 Site,RITAJ,7274.48,Médio,Entrada
2026-05-08,Development Registration,Não Freehold,DUBAI INVESTMENT PARK SECOND,Apartamento,579873.0,76.99,1 Quarto(s),,,Expo 2020 Site,RITAJ,7531.8,Médio,Entrada
2026-05-08,Development Registration,Não Freehold,DUBAI INVESTMENT PARK SECOND,Apartamento,578823.0,76.93,1 Quarto(s),,,Expo 2020 Site,RITAJ,7524.02,Médio,Entrada
2026-05-08,Development Registration,Não Freehold,DUBAI INVESTMENT PARK SECOND,Apartamento,577010.0,77.08,1 Quarto(s),,,Expo 2020 Site,RITAJ,7485.86,Médio,Entrada
2026-05-08,Development Registration,Não Freehold,DUBAI INVESTMENT PARK SECOND,Apartamento,569702.0,75.97,1 Quarto(s),,,Expo 2020 Site,RITAJ,7499.04,Médio,Entrada
2026-05-08,Development Registration,Não Freehold,DUBAI INVESTMENT PARK SECOND,Apartamento,567364.0,75.77,1 Quarto(s),,,Expo 2020 Site,RITAJ,7487.98,Médio,Entrada
2026-05-14,Development Registration,Não Freehold,SILICON OASIS,Office,1338600.0,108.12,Office,,,IMG World Adventures,SILICON INFORMATION TECHNOLOGY TOWER,12380.69,Spacious,Mercado Médio
2026-01-12,Development Registration,Não Freehold,SILICON OASIS,Apartamento,1118300.0,104.87,2 Quarto(s),,,,,10663.68,Spacious,Mercado Médio
2026-05-14,Development Registration,Não Freehold,SILICON OASIS,Apartamento,830000.0,83.7,1 Quarto(s),,,IMG World Adventures,ARABIAN GATE,9916.37,Médio,Mercado Médio
2026-05-21,Development Registration,Não Freehold,SILICON OASIS,Apartamento,857720.0,79.47,1 Quarto(s),,,IMG World Adventures,Selicon Star 2,10793.0,Médio,Mercado Médio
2026-05-20,Development Registration,Não Freehold,SILICON OASIS,Office,1301315.0,136.66,Office,,,IMG World Adventures,IT PLAZA,9522.28,Premium,Mercado Médio
2026-05-22,Development Registration,Não Freehold,SILICON OASIS,Apartamento,100000000.0,45.29,Studio,,,IMG World Adventures,Selicon Star 2,2207992.93,Compacto,Ultra-Premium
2026-05-22,Development Registration,Não Freehold,DUBAI INVESTMENT PARK SECOND,Apartamento,579521.8,75.77,1 Quarto(s),,,Expo 2020 Site,RITAJ,7648.43,Médio,Entrada
2026-01-15,Development Registration,Não Freehold,DUBAI INVESTMENT PARK FIRST,Office,1243560.0,165.61,Office,DANUBE Metro Station,Ibn-e-Battuta Mall,Expo 2020 Site,SCHON BUSINESS PARK,7508.97,Premium,Mercado Médio
2026-06-02,Development Registration,Não Freehold,DUBAI INVESTMENT PARK SECOND,Apartamento,592298.85,76.99,1 Quarto(s),,,Expo 2020 Site,RITAJ,7693.19,Médio,Entrada
2026-06-03,Development Registration,Não Freehold,SILICON OASIS,Apartamento,1018856.0,102.22,1 Quarto(s),,,IMG World Adventures,UNIESTATE MILLENNIUM TOWER,9967.29,Spacious,Mercado Médio
2026-01-14,Development Registration,Não Freehold,SILICON OASIS,Apartamento,2400000.0,304.67,4 Quarto(s),,,IMG World Adventures,,7877.38,Premium,Alto Padrão
2026-06-05,Development Registration,Não Freehold,SILICON OASIS,Apartamento,610000.0,71.13,1 Quarto(s),,,IMG World Adventures,SILICON GATE 3,8575.85,Médio,Entrada
2026-06-05,Development Registration,Não Freehold,SILICON OASIS,Apartamento,1470000.0,118.93,2 Quarto(s),,,IMG World Adventures,LE PRESIDIUM,12360.21,Spacious,Alto Padrão
2026-06-08,Development Registration,Não Freehold,SILICON OASIS,Apartamento,417685.0,44.75,Studio,,,IMG World Adventures,PALACE TOWER,9333.74,Compacto,Entrada
2026-06-08,Development Registration,Não Freehold,DUBAI INVESTMENT PARK SECOND,Apartamento,592298.85,76.99,1 Quarto(s),,,Expo 2020 Site,RITAJ,7693.19,Médio,Entrada
2026-06-09,Development Registration,Não Freehold,SILICON OASIS,Apartamento,1827360.0,189.61,2 Quarto(s),,,IMG World Adventures,Selicon Star 2,9637.47,Premium,Alto Padrão
2026-06-09,Development Registration,Não Freehold,SILICON OASIS,Apartamento,1505010.0,159.32,2 Quarto(s),,,IMG World Adventures,Selicon Star 2,9446.46,Premium,Alto Padrão
2026-06-11,Development Registration,Não Freehold,SILICON OASIS,Apartamento,550000.0,47.9,Studio,,,IMG World Adventures,,11482.25,Médio,Entrada
2026-01-14,Development Registration,Não Freehold,SILICON OASIS,Apartamento,821560.0,81.07,1 Quarto(s),,,IMG World Adventures,Selicon Star 2,10133.96,Médio,Mercado Médio
2026-06-14,Development Registration,Não Freehold,SILICON OASIS,Office,1309263.0,108.12,Office,,,IMG World Adventures,SILICON INFORMATION TECHNOLOGY TOWER,12109.35,Spacious,Mercado Médio
2026-06-17,Development Registration,Não Freehold,SILICON OASIS,Apartamento,940000.0,87.46,2 Quarto(s),,,IMG World Adventures,,10747.77,Médio,Mercado Médio
2026-06-17,Development Registration,Não Freehold,DUBAI INVESTMENT PARK SECOND,Apartamento,577010.0,77.08,1 Quarto(s),,,Expo 2020 Site,RITAJ,7485.86,Médio,Entrada
2026-06-24,Development Registration,Não Freehold,SILICON OASIS,Shop,1550000.0,134.71,,,,IMG World Adventures,SILICON BOULEVARD,11506.2,Premium,Alto Padrão
2026-06-18,Development Registration,Não Freehold,SILICON OASIS,Apartamento,720000.0,79.64,1 Quarto(s),,,IMG World Adventures,THE DUNES,9040.68,Médio,Mercado Médio
2026-06-18,Development Registration,Não Freehold,SILICON OASIS,Apartamento,890000.0,86.08,1 Quarto(s),,,IMG World Adventures,Selicon Star 2,10339.22,Médio,Mercado Médio
2026-06-18,Development Registration,Não Freehold,DUBAI INVESTMENT PARK SECOND,Apartamento,597382.5,77.63,1 Quarto(s),,,Expo 2020 Site,RITAJ,7695.25,Médio,Entrada
2026-06-18,Development Registration,Não Freehold,DUBAI INVESTMENT PARK SECOND,Apartamento,582512.0,77.08,1 Quarto(s),,,Expo 2020 Site,RITAJ,7557.24,Médio,Entrada
2026-06-18,Development Registration,Não Freehold,SILICON OASIS,Apartamento,806300.0,75.59,1 Quarto(s),,,,,10666.75,Médio,Mercado Médio
2026-01-16,Development Registration,Não Freehold,SILICON OASIS,Apartamento,550000.0,46.3,Studio,,,IMG World Adventures,,11879.05,Médio,Entrada
2026-06-23,Development Registration,Não Freehold,SILICON OASIS,Office,1049928.0,147.79,Office,,,IMG World Adventures,,7104.19,Premium,Mercado Médio
2026-06-23,Development Registration,Não Freehold,SILICON OASIS,Office,901731.6,126.93,Office,,,IMG World Adventures,,7104.16,Premium,Mercado Médio
2026-06-23,Development Registration,Não Freehold,SILICON OASIS,Office,907057.8,127.68,Office,,,IMG World Adventures,,7104.15,Premium,Mercado Médio
2026-06-23,Development Registration,Não Freehold,SILICON OASIS,Office,901731.6,124.14,Office,,,IMG World Adventures,,7263.83,Spacious,Mercado Médio
2026-06-29,Development Registration,Não Freehold,SILICON OASIS,Apartamento,1500000.0,154.25,3 Quarto(s),,,,,9724.47,Premium,Alto Padrão
2026-07-02,Development Registration,Não Freehold,SILICON OASIS,Apartamento,985000.0,87.35,1 Quarto(s),,,IMG World Adventures,TOPAZ RESIDENCES 3,11276.47,Médio,Mercado Médio
2026-01-15,Development Registration,Não Freehold,SILICON OASIS,Apartamento,1424050.0,117.96,2 Quarto(s),,,IMG World Adventures,Selicon Star 2,12072.31,Spacious,Mercado Médio
2026-01-26,Development Registration,Não Freehold,SILICON OASIS,Office,1650000.0,204.97,Office,,,IMG World Adventures,PALACE TOWER,8049.96,Premium,Alto Padrão
2026-01-15,Development Registration,Não Freehold,SILICON OASIS,Apartamento,727300.0,67.55,1 Quarto(s),,,,,10766.84,Médio,Mercado Médio
2026-01-15,Development Registration,Não Freehold,SILICON OASIS,Apartamento,528230.0,40.91,Studio,,,IMG World Adventures,Selicon Star 2,12912.0,Compacto,Entrada
2026-01-06,Development Registration,Não Freehold,SILICON OASIS,Apartamento,843150.0,84.31,1 Quarto(s),,,IMG World Adventures,Selicon Star 2,10000.59,Médio,Mercado Médio
2026-01-16,Development Registration,Não Freehold,SILICON OASIS,Apartamento,1619730.0,170.4,2 Quarto(s),,,IMG World Adventures,Selicon Star 2,9505.46,Premium,Alto Padrão
2026-01-16,Development Registration,Não Freehold,SILICON OASIS,Apartamento,830000.0,75.34,1 Quarto(s),,,IMG World Adventures,AXIS SILVER,11016.72,Médio,Mercado Médio
2026-01-26,Development Registration,Não Freehold,SILICON OASIS,Apartamento,700000.0,88.74,1 Quarto(s),,,IMG World Adventures,SILICON GATE 1,7888.21,Spacious,Mercado Médio
2026-01-20,Development Registration,Não Freehold,SILICON OASIS,Apartamento,1496700.0,154.25,3 Quarto(s),,,,,9703.08,Premium,Alto Padrão
2026-01-13,Development Registration,Não Freehold,DUBAI INVESTMENT PARK FIRST,Shop,38267700.0,57.01,,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,Expo 2020 Site,,671245.4,Médio,Ultra-Premium
2026-01-13,Development Registration,Não Freehold,DUBAI INVESTMENT PARK FIRST,Shop,13500000.0,82.18,,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,Expo 2020 Site,,164273.55,Médio,Ultra-Premium
2026-01-21,Development Registration,Não Freehold,DUBAI INVESTMENT PARK SECOND,Apartamento,579873.0,76.99,1 Quarto(s),,,Expo 2020 Site,RITAJ,7531.8,Médio,Entrada
2026-01-21,Development Registration,Propriedade Plena (Freehold),Trade Center Second,Apartamento,6400000.0,303.98,3 Quarto(s),Trade Centre Metro Station,Dubai Mall,Burj Khalifa,,21054.02,Premium,Ultra-Premium
2026-01-09,Development Registration,Não Freehold,SILICON OASIS,Apartamento,1396200.0,142.11,3 Quarto(s),,,,,9824.78,Premium,Mercado Médio
2026-01-06,Development Registration,Não Freehold,SILICON OASIS,Apartamento,851730.0,86.66,1 Quarto(s),,,IMG World Adventures,Selicon Star 2,9828.41,Médio,Mercado Médio
2026-01-26,Development Registration,Não Freehold,SILICON OASIS,Apartamento,380000.0,40.07,Studio,,,IMG World Adventures,PALACE TOWER,9483.4,Compacto,Entrada
2026-01-06,Development Registration,Não Freehold,DUBAI INVESTMENT PARK SECOND,Apartamento,581609.0,77.2,1 Quarto(s),,,Expo 2020 Site,RITAJ,7533.8,Médio,Entrada
2026-01-29,Development Registration,Não Freehold,DUBAI INVESTMENT PARK SECOND,Apartamento,580475.0,77.04,1 Quarto(s),,,Expo 2020 Site,RITAJ,7534.72,Médio,Entrada
2026-01-30,Development Registration,Não Freehold,DUBAI INVESTMENT PARK SECOND,Apartamento,580475.0,77.07,1 Quarto(s),,,Expo 2020 Site,RITAJ,7531.79,Médio,Entrada
2026-01-30,Development Registration,Não Freehold,DUBAI INVESTMENT PARK SECOND,Apartamento,579873.0,76.99,1 Quarto(s),,,Expo 2020 Site,RITAJ,7531.8,Médio,Entrada
2026-01-06,Development Registration,Não Freehold,DUBAI INVESTMENT PARK SECOND,Apartamento,579873.0,76.99,1 Quarto(s),,,Expo 2020 Site,RITAJ,7531.8,Médio,Entrada
2026-02-05,Development Registration,Não Freehold,SILICON OASIS,Apartamento,1300000.0,126.4,2 Quarto(s),,,IMG World Adventures,,10284.81,Premium,Mercado Médio
2026-02-05,Development Registration,Não Freehold,SILICON OASIS,Apartamento,2320000.0,224.08,3 Quarto(s),,,,,10353.45,Premium,Alto Padrão
2026-02-09,Development Registration,Não Freehold,SILICON OASIS,Apartamento,550000.0,46.3,Studio,,,IMG World Adventures,,11879.05,Médio,Entrada
2026-01-07,Development Registration,Não Freehold,SILICON OASIS,Apartamento,2069100.0,195.52,3 Quarto(s),,,,,10582.55,Premium,Alto Padrão
2026-02-09,Development Registration,Não Freehold,SILICON OASIS,Apartamento,895254.0,86.08,1 Quarto(s),,,IMG World Adventures,Selicon Star 2,10400.26,Médio,Mercado Médio
2026-02-09,Development Registration,Não Freehold,SILICON OASIS,Apartamento,858850.0,87.59,1 Quarto(s),,,IMG World Adventures,Selicon Star 2,9805.34,Médio,Mercado Médio
2026-02-09,Development Registration,Não Freehold,SILICON OASIS,Apartamento,1493400.0,154.25,3 Quarto(s),,,,,9681.69,Premium,Alto Padrão
2026-02-09,Development Registration,Não Freehold,SILICON OASIS,Apartamento,860000.0,86.48,1 Quarto(s),,,IMG World Adventures,Selicon Star 2,9944.5,Médio,Mercado Médio
2026-02-10,Development Registration,Não Freehold,SILICON OASIS,Apartamento,822800.0,84.31,1 Quarto(s),,,IMG World Adventures,Selicon Star 2,9759.22,Médio,Mercado Médio
2026-02-10,Development Registration,Não Freehold,SILICON OASIS,Apartamento,850850.0,84.31,1 Quarto(s),,,IMG World Adventures,Selicon Star 2,10091.92,Médio,Mercado Médio
2026-02-10,Development Registration,Não Freehold,SILICON OASIS,Apartamento,580000.0,63.94,1 Quarto(s),,,IMG World Adventures,SILICON GATE 1,9071.0,Médio,Entrada
2026-02-10,Development Registration,Não Freehold,SILICON OASIS,Apartamento,881870.0,86.66,1 Quarto(s),,,IMG World Adventures,Selicon Star 2,10176.21,Médio,Mercado Médio
2026-02-10,Development Registration,Não Freehold,SILICON OASIS,Apartamento,839550.0,87.58,1 Quarto(s),,,IMG World Adventures,Selicon Star 2,9586.09,Médio,Mercado Médio
2026-01-05,Delayed Sell,Propriedade Plena (Freehold),JUMEIRAH VILLAGE CIRCLE,Hotel Rooms,1200000.0,39.9,Studio,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,THE ONE,30075.19,Compacto,Mercado Médio
2026-01-20,Delayed Sell,Propriedade Plena (Freehold),MEYDAN ONE,Apartamento,1210500.0,54.43,1 Quarto(s),Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,Azizi Riviera 1,22239.57,Médio,Mercado Médio
2026-01-05,Delayed Sell,Propriedade Plena (Freehold),JUMEIRAH VILLAGE TRIANGLE,Hotel Rooms,1250000.0,30.1,Studio,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,The One at Jumeirah Village Triangle,41528.24,Compacto,Mercado Médio
2026-01-21,Delayed Sell,Propriedade Plena (Freehold),DUBAI PRODUCTION CITY,Apartamento,1080000.0,68.19,1 Quarto(s),Harbour Tower,Ibn-e-Battuta Mall,Sports City Swimming Academy,MIDTOWN - NOOR,15838.1,Médio,Mercado Médio
2026-01-05,Delayed Sell,Propriedade Plena (Freehold),JUMEIRAH VILLAGE TRIANGLE,Hotel Rooms,1250000.0,28.45,Studio,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,The One at Jumeirah Village Triangle,43936.73,Compacto,Mercado Médio
2026-01-21,Delayed Sell,Propriedade Plena (Freehold),JUMEIRAH GOLF,Apartamento,2200000.0,126.93,2 Quarto(s),Damac Properties,Marina Mall,Sports City Swimming Academy,,17332.39,Premium,Alto Padrão
2026-01-21,Delayed Sell,Propriedade Plena (Freehold),SOBHA HEARTLAND,Apartamento,1340000.0,54.74,1 Quarto(s),,,,Sobha Hartland - The Crest,24479.36,Médio,Mercado Médio
2026-01-23,Delayed Sell,Propriedade Plena (Freehold),AL FURJAN,Apartamento,1660000.0,116.87,2 Quarto(s),Ibn Battuta Metro Station,Ibn-e-Battuta Mall,Expo 2020 Site,AMALIA RESIDENCES,14203.82,Spacious,Alto Padrão
2026-01-21,Delayed Sell,Propriedade Plena (Freehold),Al Kifaf,Apartamento,4070433.0,163.9,3 Quarto(s),Al Jafiliya Metro Station,Dubai Mall,Burj Khalifa,1 Residences,24834.86,Premium,Ultra-Premium
2026-01-21,Delayed Sell,Propriedade Plena (Freehold),BUSINESS BAY,Apartamento,2400000.0,103.75,2 Quarto(s),Business Bay Metro Station,Dubai Mall,Downtown Dubai,URBAN OASIS,23132.53,Spacious,Alto Padrão
2026-01-05,Delayed Sell,Propriedade Plena (Freehold),DUBAI HEALTHCARE CITY - PHASE 2,Apartamento,966090.0,40.24,Studio,Healthcare City Metro Station,Dubai Mall,Downtown Dubai,,24008.2,Compacto,Mercado Médio
2026-01-21,Delayed Sell,Propriedade Plena (Freehold),JUMEIRAH VILLAGE CIRCLE,Hotel Rooms,850000.0,23.14,Studio,Dubai Internet City,Marina Mall,Sports City Swimming Academy,AVALON TOWER,36732.93,Compacto,Mercado Médio
2026-01-05,Delayed Sell,Propriedade Plena (Freehold),DUBAI HEALTHCARE CITY - PHASE 2,Apartamento,1406198.0,68.26,1 Quarto(s),Healthcare City Metro Station,Dubai Mall,Downtown Dubai,,20600.62,Médio,Mercado Médio
2026-01-21,Delayed Sell,Propriedade Plena (Freehold),SOBHA HEARTLAND,Apartamento,3000000.0,111.02,2 Quarto(s),Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,Sobha Creek Vistas Grande,27022.16,Spacious,Alto Padrão
2026-01-21,Delayed Sell,Propriedade Plena (Freehold),DUBAI CREEK HARBOUR,Apartamento,2290000.0,95.54,2 Quarto(s),Creek Metro Station,City Centre Mirdif,Dubai International Airport,Creek Beach - Savanna-Cedar-Mangrove,23969.02,Spacious,Alto Padrão
2026-01-21,Delayed Sell,Propriedade Plena (Freehold),SOBHA HEARTLAND,Apartamento,1275000.0,53.21,1 Quarto(s),,,,Sobha Hartland - The Crest,23961.66,Médio,Mercado Médio
2026-01-21,Delayed Sell,Propriedade Plena (Freehold),DUBAI SCIENCE PARK,Apartamento,620000.0,34.15,Studio,First Abu Dhabi Bank Metro Station,Mall of the Emirates,Motor City,Opalz By Danube,18155.2,Compacto,Entrada
2026-01-21,Delayed Sell,Propriedade Plena (Freehold),MAJAN,Apartamento,585273.34,44.86,Studio,,,IMG World Adventures,THE HAVEN,13046.66,Compacto,Entrada
2026-01-21,Delayed Sell,Propriedade Plena (Freehold),SOBHA HEARTLAND,Apartamento,2700000.0,118.47,2 Quarto(s),,,,Sobha Hartland - The Crest,22790.58,Spacious,Alto Padrão
2026-01-21,Delayed Sell,Propriedade Plena (Freehold),DUBAI CREEK HARBOUR,Apartamento,2050000.0,65.5,1 Quarto(s),Creek Metro Station,City Centre Mirdif,Dubai International Airport,Palace Residences - Dubai Creek Harbour,31297.71,Médio,Alto Padrão
2026-01-21,Delayed Sell,Propriedade Plena (Freehold),DUBAI CREEK HARBOUR,Apartamento,1680000.0,59.66,1 Quarto(s),Creek Metro Station,City Centre Mirdif,Dubai International Airport,Palace Residences - North,28159.57,Médio,Alto Padrão
2026-01-06,Delayed Sell,Propriedade Plena (Freehold),DUBAI HEALTHCARE CITY - PHASE 2,Apartamento,1601614.0,79.95,1 Quarto(s),Healthcare City Metro Station,Dubai Mall,Downtown Dubai,,20032.7,Médio,Alto Padrão
