id_estudante,idade,genero,nivel_educacao,media_horas_sono,horas_tempo_tela,horas_redes_sociais,horas_estudo_por_dia,horas_exercicio_por_semana,bebidas_cafeina_por_dia,nivel_estresse,pontuacao_ansiedade,media_notas,usa_app_sono,sente_esgotado
2322,16,masculino,ensino_medio,8.5,3.8,1.0,2.2,3.2,4,5,5,3.04,nao,nao
2323,18,feminino,ensino_medio,7.1,8.6,7.1,3.8,3.5,0,10,9,2.63,sim,sim
2324,20,feminino,ensino_medio,9.0,4.3,2.2,3.7,4.3,1,6,4,4.0,sim,nao
2325,14,feminino,ensino_medio,8.8,1.0,1.3,4.1,1.8,2,7,8,3.3,nao,sim
2326,22,masculino,graduacao,6.8,6.6,2.3,2.5,6.5,2,7,8,3.68,nao,sim
2327,19,masculino,graduacao,8.0,2.3,0.7,2.5,8.4,2,4,4,3.38,nao,nao
2328,22,feminino,pos_graduacao,7.7,7.1,3.5,4.0,0.5,2,10,10,3.2,sim,sim
2329,20,masculino,pos_graduacao,9.0,1.6,0.0,2.3,3.5,0,4,4,3.81,sim,nao
2330,21,masculino,graduacao,8.8,5.0,5.4,2.5,3.2,2,6,6,3.45,sim,nao
2331,23,masculino,ensino_medio,7.2,9.4,6.0,2.6,1.3,1,7,9,2.84,sim,sim
2332,20,masculino,graduacao,6.4,8.4,2.2,3.0,7.5,2,6,4,3.12,nao,nao
2333,21,feminino,graduacao,6.9,8.1,7.1,2.7,4.1,2,8,8,3.17,nao,sim
2334,17,nao_binario,graduacao,6.2,8.0,4.4,3.0,3.0,1,8,9,3.36,sim,sim
2335,21,nao_binario,ensino_medio,6.4,9.2,5.1,1.8,0.8,4,9,8,2.76,sim,sim
2336,18,prefere_nao_dizer,graduacao,7.4,3.1,2.8,3.2,3.8,2,7,9,3.39,nao,sim
2337,21,nao_binario,ensino_medio,4.9,11.5,5.9,4.4,3.5,2,8,8,3.36,nao,sim
2338,18,masculino,ensino_medio,9.0,6.7,3.9,2.1,5.9,3,7,5,3.6,nao,sim
2339,20,masculino,ensino_medio,7.8,4.0,2.2,3.9,4.8,3,4,6,3.97,sim,nao
2340,19,feminino,graduacao,8.0,5.3,3.4,6.0,5.9,2,6,6,3.08,sim,nao
2341,19,feminino,graduacao,8.7,4.8,3.1,1.5,3.6,1,6,5,3.0,nao,nao
2342,16,masculino,graduacao,6.8,9.7,6.0,3.0,6.4,0,7,9,2.78,nao,sim
2343,21,masculino,graduacao,5.9,8.5,4.9,3.4,4.7,1,8,6,2.77,nao,sim
2344,21,feminino,graduacao,8.5,8.8,5.6,2.9,7.5,0,9,8,3.28,nao,sim
2345,21,masculino,ensino_medio,6.3,9.0,6.1,1.5,0.7,3,10,10,2.71,nao,sim
2346,22,feminino,graduacao,6.9,8.9,4.1,3.3,4.8,3,10,9,3.18,sim,sim
2347,15,feminino,ensino_medio,7.3,6.5,2.6,2.3,2.1,2,8,9,3.33,nao,sim
2348,16,feminino,graduacao,7.1,8.1,3.5,4.0,3.5,0,7,5,3.22,sim,sim
2349,19,feminino,graduacao,7.7,9.1,4.4,6.1,5.6,2,8,8,3.35,sim,sim
2350,16,masculino,pos_graduacao,6.6,8.2,5.5,3.4,2.6,3,9,8,2.69,nao,sim
2351,20,feminino,graduacao,7.0,6.5,4.9,5.4,2.1,2,6,4,3.01,sim,nao
2352,20,masculino,graduacao,7.9,7.1,3.4,1.8,7.1,6,6,5,3.54,nao,nao
2353,16,masculino,graduacao,7.0,7.9,4.3,3.5,3.3,2,6,6,3.48,nao,nao
2354,21,feminino,ensino_medio,8.8,3.3,1.6,3.8,5.0,1,5,7,3.8,sim,nao
2355,22,masculino,pos_graduacao,8.4,4.5,3.5,1.6,4.7,3,7,6,3.47,sim,sim
2356,19,feminino,graduacao,7.0,6.2,4.0,1.3,4.2,0,6,6,3.15,nao,nao
2357,19,feminino,ensino_medio,6.0,10.5,7.7,2.9,2.9,2,10,10,3.11,nao,sim
2358,20,feminino,ensino_medio,8.0,5.4,3.7,0.3,7.8,1,6,8,3.11,nao,nao
2359,25,feminino,graduacao,6.5,11.6,6.3,4.5,5.8,3,9,8,2.59,nao,sim
2360,22,feminino,graduacao,8.4,3.6,2.3,2.4,2.7,1,7,6,3.39,nao,sim
2361,19,feminino,graduacao,8.4,6.7,3.5,3.7,0.6,2,8,8,3.23,nao,sim
2362,19,masculino,graduacao,6.2,10.6,7.6,4.0,0.5,3,10,9,2.13,sim,sim
2363,20,feminino,graduacao,7.4,7.1,1.9,3.2,4.7,2,8,10,2.94,nao,sim
2364,19,feminino,ensino_medio,7.5,5.2,3.5,1.3,7.2,1,5,4,3.66,nao,nao
2365,21,feminino,pos_graduacao,7.1,7.9,5.1,1.3,0.0,0,8,7,3.6,nao,sim
2366,22,feminino,ensino_medio,7.3,4.6,3.9,3.2,0.0,2,8,9,3.18,nao,sim
2367,29,masculino,graduacao,6.1,7.3,4.9,1.2,0.0,1,9,9,2.69,nao,sim
2368,18,feminino,graduacao,8.3,2.3,1.8,1.9,8.5,2,5,5,3.84,nao,nao
2369,20,feminino,graduacao,8.8,6.2,3.0,2.4,5.0,5,6,7,3.56,sim,nao
2370,25,feminino,ensino_medio,7.2,5.8,3.2,1.1,2.8,3,7,6,3.08,sim,sim
2371,14,feminino,graduacao,7.5,6.6,3.1,3.9,0.0,1,7,6,3.68,nao,sim
2372,20,masculino,graduacao,6.9,8.3,4.1,2.9,3.6,3,9,10,2.97,nao,sim
2373,17,feminino,pos_graduacao,6.5,7.6,4.9,4.8,2.2,4,8,6,3.38,nao,sim
2374,23,prefere_nao_dizer,graduacao,7.2,5.9,3.9,5.8,1.5,2,9,7,3.74,nao,sim
2375,20,feminino,graduacao,7.2,7.8,3.9,1.5,4.2,3,8,8,3.38,nao,sim
2376,21,masculino,graduacao,5.4,11.0,5.3,0.0,0.0,1,10,10,2.31,nao,sim
2377,27,feminino,ensino_medio,7.4,3.2,0.8,2.7,6.1,1,6,8,3.45,nao,nao
2378,18,masculino,ensino_medio,7.3,5.2,3.5,3.2,0.2,3,9,8,2.87,nao,sim
2379,19,feminino,ensino_medio,5.9,10.2,4.4,1.0,6.6,5,10,10,2.82,nao,sim
2380,22,masculino,graduacao,7.1,4.1,0.8,3.6,0.0,3,7,9,3.59,nao,sim
2381,18,feminino,graduacao,9.0,3.4,2.6,2.6,2.7,3,7,6,3.59,nao,sim
2382,21,feminino,ensino_medio,9.5,3.6,1.1,5.3,3.1,2,5,4,4.0,sim,nao
2383,17,feminino,pos_graduacao,7.2,5.2,3.9,2.1,6.3,3,5,3,3.53,nao,nao
2384,18,feminino,graduacao,8.2,6.6,2.8,0.9,5.8,1,6,5,3.57,nao,nao
2385,21,feminino,graduacao,8.9,3.1,0.9,0.4,6.3,1,6,6,3.24,nao,nao
2386,19,masculino,pos_graduacao,7.2,8.3,4.6,1.6,3.3,4,5,7,3.79,nao,nao
2387,20,feminino,ensino_medio,7.0,9.3,4.3,4.4,6.2,1,7,7,2.95,nao,sim
2388,23,feminino,graduacao,8.2,6.4,2.2,3.7,1.1,1,9,10,3.44,nao,sim
2389,21,masculino,graduacao,6.4,5.0,2.4,3.1,0.0,2,9,10,3.34,nao,sim
2390,20,feminino,pos_graduacao,6.6,8.6,6.5,2.6,8.2,0,6,5,2.87,sim,nao
2391,22,feminino,graduacao,6.6,6.2,3.1,3.6,5.1,2,8,10,2.93,sim,sim
2392,20,masculino,graduacao,7.7,5.4,3.0,2.1,0.7,3,8,7,3.0,nao,sim
2393,14,masculino,graduacao,7.5,6.1,3.2,5.0,4.7,4,9,9,3.19,nao,sim
2394,15,feminino,ensino_medio,7.3,4.3,2.6,1.2,1.6,0,8,6,3.03,nao,sim
2395,21,masculino,ensino_medio,9.3,5.4,3.4,4.0,5.4,4,5,5,3.21,nao,nao
2396,21,masculino,graduacao,7.6,8.6,4.9,2.6,2.5,1,7,9,3.06,nao,sim
2397,24,masculino,graduacao,5.6,8.4,5.8,5.4,3.1,0,10,10,3.46,nao,sim
2398,19,masculino,ensino_medio,8.0,7.5,4.9,2.0,3.5,3,6,5,3.83,nao,nao
2399,14,masculino,graduacao,6.6,9.1,5.1,2.7,6.8,2,8,6,2.98,nao,sim
2400,20,feminino,graduacao,6.0,8.0,4.5,1.4,7.2,0,8,10,3.35,nao,sim
2401,25,feminino,ensino_medio,7.9,9.1,8.3,3.1,2.7,0,6,6,2.82,nao,nao
2402,17,feminino,graduacao,7.5,6.1,4.0,4.5,0.0,3,6,8,3.89,nao,nao
2403,17,masculino,graduacao,8.1,9.3,6.6,2.9,1.7,2,7,5,2.83,sim,sim
2404,18,masculino,graduacao,6.1,9.0,7.3,4.0,5.1,1,10,9,2.95,nao,sim
2405,21,nao_binario,ensino_medio,6.4,8.6,3.6,1.4,0.5,0,10,10,2.81,nao,sim
2406,19,masculino,ensino_medio,7.4,6.0,3.3,6.1,8.6,2,7,5,2.85,sim,sim
2407,15,feminino,pos_graduacao,9.3,4.3,1.6,3.1,0.0,6,5,4,3.29,nao,nao
2408,22,masculino,graduacao,7.4,5.7,1.5,1.7,1.0,0,8,6,3.24,nao,sim
2409,23,feminino,graduacao,8.2,4.6,1.2,1.6,0.0,2,7,8,3.38,nao,sim
2410,21,feminino,graduacao,10.1,2.9,1.0,2.5,4.2,3,6,7,4.0,nao,nao
2411,16,feminino,graduacao,7.5,5.8,4.1,0.9,1.4,3,7,9,3.19,sim,sim
2412,18,feminino,graduacao,8.0,6.9,4.0,2.4,4.2,3,9,8,3.47,nao,sim
2413,22,feminino,ensino_medio,6.3,6.9,4.4,4.1,4.5,3,6,4,3.48,nao,nao
2414,17,masculino,graduacao,4.7,11.2,6.5,2.6,4.9,2,10,10,2.46,sim,sim
2415,17,nao_binario,pos_graduacao,7.2,4.5,3.9,4.2,0.4,1,9,8,3.65,nao,sim
2416,16,feminino,graduacao,9.3,3.0,0.3,4.8,2.7,0,6,7,3.54,sim,nao
2417,20,feminino,pos_graduacao,5.9,8.3,5.7,1.4,7.6,0,5,7,3.24,sim,nao
2418,22,nao_binario,graduacao,7.7,10.0,5.0,2.3,1.1,2,8,8,3.1,nao,sim
2419,20,masculino,ensino_medio,5.8,8.0,5.1,1.2,1.8,5,8,7,2.63,nao,sim
2420,19,feminino,ensino_medio,7.5,7.3,4.7,4.4,2.9,1,5,6,3.14,nao,nao
2421,19,masculino,graduacao,7.3,7.2,4.3,3.0,4.3,2,7,5,3.02,nao,sim
2422,15,feminino,pos_graduacao,7.0,4.0,1.9,5.5,1.9,2,5,7,3.34,sim,nao
2423,23,masculino,pos_graduacao,6.3,9.0,3.0,4.0,4.1,3,7,9,3.71,nao,sim
2424,21,masculino,pos_graduacao,6.9,7.5,4.0,3.1,4.1,1,8,6,3.22,sim,sim
2425,19,feminino,graduacao,7.4,4.4,2.2,4.7,5.6,0,7,7,4.0,sim,sim
2426,17,feminino,graduacao,7.0,3.7,1.0,5.5,5.5,0,7,9,3.36,nao,sim
2427,17,feminino,graduacao,7.9,7.5,3.6,2.9,0.0,0,8,10,2.88,sim,sim
2428,19,masculino,ensino_medio,6.6,4.6,0.9,2.6,4.3,0,7,6,3.01,nao,sim
2429,23,feminino,graduacao,6.5,6.5,3.5,2.9,2.3,0,9,7,3.05,nao,sim
2430,15,masculino,graduacao,6.7,7.4,3.8,1.5,0.0,1,9,10,3.36,sim,sim
2431,18,masculino,ensino_medio,8.0,4.6,2.7,3.6,6.6,2,6,4,3.79,nao,nao
2432,17,feminino,ensino_medio,7.7,7.7,3.8,3.2,0.2,0,8,8,2.99,nao,sim
2433,21,feminino,ensino_medio,6.8,6.7,4.8,1.9,0.0,2,10,9,2.67,nao,sim
2434,19,feminino,graduacao,6.4,6.9,5.2,5.2,1.9,1,8,10,2.99,nao,sim
2435,18,masculino,graduacao,7.0,5.0,2.0,3.1,2.9,2,6,7,3.79,nao,nao
2436,20,feminino,graduacao,7.8,5.7,2.9,5.2,2.3,3,7,7,3.38,nao,sim
2437,15,feminino,graduacao,5.3,10.7,6.2,3.4,9.6,2,9,10,2.92,nao,sim
2438,18,masculino,graduacao,6.1,9.7,5.0,2.7,2.6,2,10,10,2.65,nao,sim
2439,19,masculino,graduacao,7.5,3.4,0.9,2.8,0.5,2,8,6,3.17,nao,sim
2440,14,feminino,graduacao,5.3,8.2,5.9,2.3,4.9,4,9,7,3.0,nao,sim
2441,22,feminino,graduacao,7.6,4.6,4.2,4.4,0.0,1,7,5,2.82,sim,sim
2442,21,masculino,pos_graduacao,7.6,6.0,2.4,5.1,0.0,1,7,8,3.73,nao,sim
2443,19,masculino,ensino_medio,8.6,3.6,1.8,1.3,6.4,2,5,4,4.0,nao,nao
2444,17,feminino,graduacao,7.8,5.8,5.4,3.3,6.7,1,6,8,3.13,nao,nao
2445,25,feminino,pos_graduacao,7.1,5.7,2.3,3.6,0.5,2,7,6,2.98,nao,sim
2446,22,masculino,pos_graduacao,7.8,4.2,3.0,2.5,9.4,0,4,5,3.69,nao,nao
2447,15,masculino,graduacao,7.8,4.7,2.2,2.6,2.2,2,9,10,2.99,nao,sim
2448,16,masculino,graduacao,8.3,5.8,3.0,4.4,0.1,1,7,5,3.72,nao,sim
2449,14,feminino,graduacao,7.8,7.8,5.8,1.7,4.6,2,7,9,3.11,sim,sim
2450,18,masculino,graduacao,8.9,5.6,3.5,0.5,2.4,3,8,8,3.45,nao,sim
2451,17,masculino,graduacao,7.1,7.5,1.9,4.2,1.8,3,7,5,3.27,nao,sim
2452,21,masculino,ensino_medio,9.5,2.4,1.7,2.4,1.3,1,4,3,3.96,nao,nao
2453,22,feminino,graduacao,7.6,5.1,3.1,5.0,1.3,2,7,8,3.13,sim,sim
2454,17,feminino,graduacao,7.8,5.3,1.5,2.9,4.9,0,6,6,3.74,nao,nao
2455,20,feminino,pos_graduacao,6.8,6.8,3.9,4.0,5.3,4,8,8,3.2,nao,sim
2456,18,masculino,ensino_medio,7.5,7.3,2.9,4.1,3.5,3,7,9,2.98,sim,sim
2457,24,masculino,graduacao,6.6,4.7,1.9,3.0,7.0,1,5,7,3.19,sim,nao
2458,18,feminino,ensino_medio,7.8,8.1,5.0,2.5,2.8,2,7,7,2.93,nao,sim
2459,22,masculino,ensino_medio,7.1,8.0,6.1,1.9,4.9,3,9,10,3.05,nao,sim
2460,19,masculino,graduacao,7.4,7.7,4.7,4.1,6.3,0,8,9,3.76,sim,sim
2461,22,masculino,graduacao,7.9,5.2,1.3,6.4,6.8,0,7,6,3.15,sim,sim
2462,18,feminino,pos_graduacao,9.1,3.8,3.9,4.0,1.8,1,7,7,3.24,sim,sim
2463,19,masculino,graduacao,7.3,8.2,5.1,3.9,3.3,3,7,8,3.61,nao,sim
2464,18,feminino,graduacao,6.3,6.9,3.5,1.9,3.9,2,9,10,3.27,nao,sim
2465,20,masculino,pos_graduacao,6.6,6.6,3.7,4.3,9.8,0,8,9,3.49,nao,sim
2466,22,feminino,ensino_medio,7.6,5.5,3.1,5.0,3.6,5,8,8,3.08,sim,sim
2467,20,feminino,graduacao,6.8,6.0,2.1,2.9,0.0,0,9,9,3.47,nao,sim
2468,19,masculino,pos_graduacao,7.2,4.1,0.3,2.5,7.9,2,8,8,4.0,nao,sim
2469,16,feminino,ensino_medio,5.9,9.7,4.1,2.8,1.8,2,8,9,3.26,nao,sim
2470,17,feminino,ensino_medio,7.4,6.9,4.9,2.2,3.7,1,7,6,3.54,sim,sim
2471,18,masculino,ensino_medio,8.1,7.2,5.4,5.7,0.1,0,7,9,2.69,nao,sim
2472,22,feminino,graduacao,9.9,1.0,0.0,6.1,4.1,0,3,3,4.0,sim,nao
2473,20,feminino,ensino_medio,8.4,4.8,1.5,4.1,5.8,1,8,8,3.63,nao,sim
2474,18,masculino,graduacao,7.0,6.9,2.6,4.0,0.9,0,7,9,3.42,sim,sim
2475,19,feminino,graduacao,7.5,6.0,1.0,2.1,6.2,0,7,8,3.59,nao,sim
2476,19,masculino,ensino_medio,7.8,5.2,5.4,3.6,6.7,2,6,5,3.22,nao,nao
2477,17,masculino,graduacao,6.9,6.5,1.9,2.2,5.2,4,9,7,3.12,nao,sim
2478,19,feminino,graduacao,8.1,4.9,2.1,3.4,2.2,3,8,10,3.68,sim,sim
2479,19,feminino,graduacao,8.0,6.2,3.9,5.9,3.2,0,5,4,3.96,nao,nao
2480,17,nao_binario,graduacao,7.3,5.2,2.7,2.5,1.8,3,6,6,2.61,nao,nao
2481,20,feminino,graduacao,4.6,8.8,5.3,3.2,1.6,0,9,9,2.54,sim,sim
2482,16,masculino,ensino_medio,6.6,5.3,4.0,2.2,5.4,1,6,8,3.43,sim,nao
2483,16,nao_binario,graduacao,8.0,6.1,3.5,2.8,5.6,2,6,8,3.59,sim,nao
2484,22,masculino,ensino_medio,6.5,5.5,4.3,3.4,3.5,2,6,6,2.99,nao,nao
2485,17,nao_binario,graduacao,7.7,6.5,3.5,2.7,5.4,1,7,9,3.61,nao,sim
2486,22,masculino,graduacao,5.5,12.0,5.7,4.4,3.6,0,10,9,2.26,nao,sim
2487,18,masculino,graduacao,7.1,10.8,6.8,2.2,2.3,3,10,8,2.45,nao,sim
2488,21,masculino,graduacao,6.8,8.9,6.0,2.7,0.2,1,10,8,2.8,nao,sim
2489,16,masculino,graduacao,5.5,7.8,5.1,3.3,1.4,0,10,10,2.71,nao,sim
2490,22,masculino,graduacao,7.5,5.9,2.9,3.6,3.9,1,7,5,3.43,nao,sim
2491,17,masculino,pos_graduacao,7.2,6.9,2.7,5.7,3.1,2,8,6,3.38,nao,sim
2492,15,feminino,graduacao,7.2,6.6,4.3,5.1,0.8,1,8,8,3.05,nao,sim
2493,17,masculino,graduacao,6.4,7.5,5.2,0.6,5.0,1,10,10,3.18,nao,sim
2494,19,nao_binario,ensino_medio,8.1,4.8,3.1,1.4,5.4,1,7,9,3.23,nao,sim
2495,16,masculino,ensino_medio,7.6,4.8,2.1,1.5,2.8,1,6,6,3.68,nao,nao
2496,20,masculino,graduacao,8.3,5.1,2.1,3.5,6.2,2,5,3,3.32,nao,nao
2497,18,masculino,ensino_medio,7.8,4.5,1.7,3.1,0.0,2,5,6,3.28,nao,nao
2498,19,masculino,graduacao,7.9,5.3,4.6,6.9,5.3,0,8,10,3.14,sim,sim
2499,18,feminino,graduacao,6.7,8.0,3.6,3.8,9.1,1,6,8,2.8,nao,nao
2500,16,feminino,ensino_medio,7.1,6.6,3.3,2.5,5.3,2,8,7,3.08,sim,sim
2501,25,masculino,graduacao,7.7,6.6,3.6,3.1,0.0,3,7,9,3.57,sim,sim
2502,22,feminino,graduacao,7.2,8.3,3.9,3.0,3.7,2,7,7,3.03,nao,sim
2503,16,masculino,graduacao,7.7,4.7,2.2,3.0,6.5,2,6,6,3.52,nao,nao
2504,21,masculino,ensino_medio,6.6,7.9,1.7,1.4,0.0,1,10,10,3.39,nao,sim
2505,24,feminino,graduacao,7.0,9.8,4.2,1.8,0.0,5,9,8,3.14,nao,sim
2506,16,feminino,ensino_medio,6.3,7.2,4.9,4.3,8.9,3,6,5,3.39,nao,nao
2507,26,feminino,pos_graduacao,7.9,4.2,2.3,3.5,3.3,3,6,4,3.68,sim,nao
2508,17,feminino,graduacao,7.0,5.1,2.8,1.6,1.7,3,7,6,3.14,nao,sim
2509,16,masculino,ensino_medio,8.4,4.3,2.1,3.7,0.0,3,6,4,3.49,nao,nao
2510,23,feminino,graduacao,7.2,4.4,2.6,3.4,4.4,1,5,4,3.16,nao,nao
2511,19,masculino,ensino_medio,7.6,6.0,3.2,4.9,3.5,4,7,7,3.57,nao,sim
2512,14,masculino,ensino_medio,6.5,6.2,4.0,6.0,2.6,2,9,7,2.25,nao,sim
2513,22,feminino,graduacao,8.1,3.8,3.7,0.7,7.3,2,6,6,3.24,nao,nao
2514,19,feminino,ensino_medio,7.2,6.5,3.9,2.9,1.1,1,8,7,3.25,nao,sim
2515,19,masculino,graduacao,6.9,6.5,4.4,3.3,3.8,1,7,7,3.07,nao,sim
2516,20,feminino,pos_graduacao,7.2,6.6,4.3,3.4,0.9,0,8,6,3.66,sim,sim
2517,20,masculino,ensino_medio,5.8,9.2,6.2,6.6,4.0,3,9,9,3.03,sim,sim
2518,18,feminino,pos_graduacao,7.5,5.1,4.3,0.4,4.2,2,7,9,3.05,sim,sim
2519,19,feminino,graduacao,8.1,2.8,0.9,3.2,3.2,2,7,6,3.93,sim,sim
2520,18,feminino,graduacao,8.1,6.5,3.8,4.0,0.0,1,6,6,3.4,nao,nao
2521,16,feminino,ensino_medio,6.6,8.7,3.7,3.2,3.7,0,8,10,3.31,sim,sim
2522,21,masculino,graduacao,10.8,2.3,1.4,3.4,8.2,1,3,3,3.91,nao,nao
2523,19,masculino,graduacao,6.5,6.2,3.3,3.5,0.0,0,10,10,3.18,nao,sim
2524,19,masculino,pos_graduacao,7.7,6.5,4.1,3.8,3.4,1,8,8,3.55,nao,sim
2525,23,nao_binario,graduacao,6.5,5.0,3.5,3.6,7.7,5,5,3,3.72,nao,nao
2526,18,masculino,graduacao,7.7,2.9,0.8,2.0,1.3,2,7,7,3.06,sim,sim
2527,24,feminino,graduacao,6.9,10.2,6.0,3.0,1.6,1,10,9,2.77,nao,sim
2528,20,feminino,ensino_medio,8.1,6.0,2.9,3.7,7.1,2,7,8,3.46,sim,sim
2529,21,feminino,graduacao,7.9,4.5,1.9,2.0,2.9,0,8,8,3.06,sim,sim
2530,14,feminino,graduacao,5.9,9.0,5.7,2.8,4.8,3,7,7,2.91,sim,sim
2531,24,masculino,ensino_medio,8.9,3.5,1.7,0.5,3.3,2,7,9,3.14,sim,sim
2532,19,feminino,ensino_medio,8.8,4.9,2.6,3.4,4.1,3,4,3,4.0,nao,nao
2533,28,feminino,ensino_medio,7.6,3.0,0.8,2.2,9.2,2,7,9,3.41,nao,sim
2534,14,feminino,graduacao,8.0,4.1,1.7,4.1,0.0,2,8,6,3.4,nao,sim
2535,23,masculino,pos_graduacao,8.4,4.7,2.7,2.4,4.5,1,3,1,3.62,nao,nao
2536,24,masculino,graduacao,7.1,7.3,4.6,5.4,9.0,1,7,6,2.93,sim,sim
2537,21,feminino,graduacao,6.5,8.5,2.7,3.4,3.8,1,8,9,3.5,nao,sim
2538,20,masculino,pos_graduacao,6.7,8.6,2.4,4.1,5.6,3,10,10,2.71,nao,sim
2539,20,prefere_nao_dizer,pos_graduacao,7.0,5.7,1.8,2.7,5.4,3,7,8,3.62,nao,sim
2540,18,masculino,graduacao,4.8,8.9,5.6,3.9,4.0,3,8,10,2.16,nao,sim
2541,21,feminino,graduacao,7.5,3.7,2.3,4.0,7.6,3,5,7,3.05,sim,nao
2542,19,feminino,graduacao,7.1,9.6,7.4,1.6,2.6,3,8,6,3.02,sim,sim
2543,17,feminino,graduacao,6.5,6.3,4.4,1.4,1.0,1,8,9,2.93,nao,sim
2544,17,masculino,ensino_medio,7.1,8.5,6.2,0.8,0.0,1,7,9,3.66,nao,sim
2545,16,feminino,graduacao,7.5,7.3,4.3,4.4,1.2,1,8,7,3.7,nao,sim
2546,15,feminino,pos_graduacao,9.2,6.7,2.0,2.1,5.7,1,8,8,3.6,nao,sim
2547,22,feminino,graduacao,6.7,8.6,4.6,3.8,4.0,2,9,10,2.74,nao,sim
2548,16,feminino,graduacao,8.6,5.5,3.4,3.3,6.4,1,6,6,3.62,nao,nao
2549,15,feminino,graduacao,7.0,8.6,5.7,2.3,6.0,2,8,10,3.13,sim,sim
2550,15,feminino,graduacao,6.1,5.9,2.2,1.8,0.6,1,9,10,3.14,nao,sim
2551,16,feminino,graduacao,4.8,13.1,6.8,3.7,3.6,1,10,10,1.97,nao,sim
2552,20,feminino,graduacao,8.2,3.8,3.5,2.7,5.7,1,7,7,4.0,nao,sim
2553,20,masculino,graduacao,8.5,7.6,2.7,1.7,6.3,5,6,5,3.58,nao,nao
2554,20,feminino,graduacao,7.7,7.2,4.6,2.4,2.5,2,6,5,3.45,nao,nao
2555,26,feminino,graduacao,6.6,8.5,4.7,0.8,4.2,2,9,8,2.72,nao,sim
2556,22,masculino,ensino_medio,8.1,4.7,4.5,5.0,7.2,2,4,3,3.28,nao,nao
2557,19,masculino,pos_graduacao,7.1,5.6,3.3,4.0,2.4,2,7,6,3.31,sim,sim
2558,18,masculino,ensino_medio,7.9,4.3,2.1,4.2,3.4,2,7,5,3.18,sim,sim
2559,19,masculino,graduacao,6.2,7.4,3.8,3.8,1.7,2,9,10,2.81,nao,sim
2560,14,feminino,graduacao,6.6,9.5,6.0,5.1,1.7,1,8,7,2.96,sim,sim
2561,16,feminino,ensino_medio,8.1,6.3,4.8,3.2,2.4,2,8,10,3.08,nao,sim
2562,20,masculino,graduacao,8.1,8.3,4.0,2.1,0.8,3,10,10,3.27,nao,sim
2563,19,feminino,ensino_medio,7.7,12.9,7.2,2.2,2.3,1,8,8,3.16,nao,sim
2564,17,masculino,graduacao,9.2,6.5,4.7,4.3,2.3,2,7,8,3.28,nao,sim
2565,23,feminino,ensino_medio,8.0,1.3,0.9,1.4,2.4,1,6,5,3.18,nao,nao
2566,14,feminino,graduacao,8.9,7.0,3.7,4.7,2.6,2,9,7,3.75,nao,sim
2567,18,feminino,graduacao,7.4,8.9,6.0,2.7,1.9,2,8,6,3.04,nao,sim
2568,18,masculino,pos_graduacao,8.8,4.3,3.8,4.5,4.0,1,4,3,2.82,sim,nao
2569,24,masculino,ensino_medio,8.8,5.0,2.0,3.3,6.9,1,6,7,3.33,nao,nao
2570,26,feminino,graduacao,7.2,4.4,2.7,2.4,0.6,4,6,6,3.36,nao,nao
2571,17,masculino,graduacao,7.8,7.7,4.9,5.2,0.8,1,9,8,3.33,nao,sim
2572,22,masculino,ensino_medio,6.4,5.0,1.9,3.2,0.2,5,8,8,3.27,sim,sim
2573,22,feminino,ensino_medio,5.9,10.0,6.2,1.6,5.3,1,8,8,2.54,nao,sim
2574,20,masculino,graduacao,6.0,8.4,4.0,1.8,5.2,0,9,10,3.35,nao,sim
2575,14,masculino,ensino_medio,7.4,10.8,6.9,3.5,1.4,0,9,10,2.39,sim,sim
2576,16,masculino,pos_graduacao,7.9,7.5,5.0,1.9,6.5,3,7,8,3.3,nao,sim
2577,21,feminino,graduacao,6.6,8.6,6.3,2.8,6.2,0,8,10,2.72,sim,sim
2578,21,nao_binario,ensino_medio,6.9,8.3,2.5,3.2,3.7,0,8,8,3.72,nao,sim
2579,16,masculino,ensino_medio,8.6,4.9,4.3,2.7,0.0,2,8,10,3.7,nao,sim
2580,17,feminino,graduacao,7.4,8.5,4.3,5.8,2.2,1,6,5,3.63,sim,nao
2581,15,feminino,graduacao,7.6,8.3,4.4,4.6,3.7,3,7,9,3.2,nao,sim
2582,22,masculino,graduacao,6.6,4.4,1.4,1.8,2.4,0,8,6,3.35,sim,sim
2583,19,masculino,graduacao,8.1,2.2,0.6,3.7,5.3,1,6,6,3.49,nao,nao
2584,14,masculino,graduacao,6.7,6.6,4.3,4.9,1.3,0,9,9,2.91,nao,sim
2585,27,masculino,graduacao,6.2,7.0,2.1,2.1,3.1,3,9,10,2.88,nao,sim
2586,22,masculino,ensino_medio,7.6,4.2,1.8,1.3,1.5,0,6,6,4.0,nao,nao
2587,15,feminino,graduacao,7.4,7.5,3.5,4.3,0.4,1,8,7,3.39,nao,sim
2588,15,masculino,pos_graduacao,5.9,7.1,3.8,2.8,1.2,1,9,10,2.68,nao,sim
2589,16,feminino,ensino_medio,6.0,7.4,1.6,2.4,4.1,0,9,10,3.28,nao,sim
2590,14,feminino,graduacao,8.7,4.9,2.0,4.0,0.5,1,6,6,3.52,nao,nao
2591,21,feminino,ensino_medio,7.1,7.2,3.3,3.0,6.7,2,6,7,3.43,sim,nao
2592,14,masculino,graduacao,6.4,7.8,3.8,3.8,5.1,3,10,8,2.75,sim,sim
