Data_Transacao,Marca,Categoria,Unidades_Vendidas,Receita_Bruta,Descontos,Receita_Liquida,Gasto_Marketing,Desconto_Promocao_Pct,Aumento_Vendas_Pct
2021-03-21,Monster,Energetico,376,518.96,0.0,518.96,1822.79,0.0,10.88
2020-02-27,Fanta,Refrigerante,186,114.17,0.0,114.17,0.0,0.0,0.0
2019-07-22,Fanta,Refrigerante,492,301.99,15.1,286.89,3845.71,5.0,20.14
2018-07-21,Monster,Energetico,324,447.18,22.36,424.82,1494.61,5.0,6.61
2025-04-30,Dasani,Agua,71,24.14,1.21,22.93,0.0,5.0,0.0
2023-08-29,Coca-Cola Zero,Refrigerante,457,286.17,28.62,257.55,4054.61,10.0,22.48
2024-11-27,Schweppes,Refrigerante,187,115.94,5.8,110.14,0.0,5.0,0.0
2019-11-27,Coca-Cola Classica,Refrigerante,211,133.44,0.0,133.44,0.0,0.0,0.0
2023-12-08,Fanta,Refrigerante,287,176.16,8.81,167.35,1568.36,5.0,7.82
2022-03-11,Dasani,Agua,386,131.24,0.0,131.24,4648.13,0.0,24.32
2023-09-25,Fanta,Refrigerante,341,209.31,0.0,209.31,2719.64,0.0,15.55
2025-06-13,Fanta,Refrigerante,454,278.67,0.0,278.67,3931.01,0.0,22.08
2025-02-03,Dasani,Agua,245,83.3,0.0,83.3,2119.25,0.0,13.0
2024-06-20,Coca-Cola Diet,Refrigerante,213,132.06,6.6,125.46,580.47,5.0,4.32
2023-10-21,Coca-Cola Classica,Refrigerante,524,331.38,0.0,331.38,4576.85,0.0,26.88
2023-04-17,Fanta,Refrigerante,346,212.37,0.0,212.37,2317.29,0.0,12.74
2025-09-02,Coca-Cola Zero,Refrigerante,529,331.26,16.56,314.7,4298.37,5.0,24.1
2025-02-09,Sprite,Refrigerante,517,314.13,15.71,298.42,4717.46,5.0,26.71
2021-05-07,Schweppes,Refrigerante,489,303.18,15.16,288.02,4410.29,5.0,24.47
2023-02-03,Monster,Energetico,567,782.57,78.26,704.31,4195.68,10.0,22.48
2022-04-06,Fanta,Refrigerante,142,87.16,4.36,82.8,0.0,5.0,0.0
2020-01-23,Coca-Cola Classica,Refrigerante,397,251.06,0.0,251.06,2766.78,0.0,13.99
2024-12-05,Minute Maid,Suco,143,102.96,5.15,97.81,0.0,5.0,0.63
2020-07-24,Powerade,Bebida Esportiva,391,339.62,16.98,322.64,2457.71,5.0,13.38
2020-05-10,Schweppes,Refrigerante,251,155.62,0.0,155.62,412.71,0.0,1.28
2021-08-17,Coca-Cola Classica,Refrigerante,205,129.64,0.0,129.64,536.18,0.0,1.96
2018-06-09,Dasani,Agua,469,159.46,0.0,159.46,4232.19,0.0,21.46
2025-12-08,Fanta,Refrigerante,210,128.9,6.44,122.46,479.31,5.0,4.1
2020-07-27,Powerade,Bebida Esportiva,233,202.38,0.0,202.38,729.62,0.0,4.13
2023-07-06,Coca-Cola Diet,Refrigerante,288,178.56,0.0,178.56,1423.03,0.0,6.53
2021-07-17,Schweppes,Refrigerante,368,228.16,22.82,205.34,2870.54,10.0,17.0
2020-04-27,Dasani,Agua,442,150.28,15.03,135.25,4807.98,10.0,25.6
2020-01-06,Schweppes,Refrigerante,410,254.2,0.0,254.2,2934.09,0.0,14.03
2018-02-26,Sprite,Refrigerante,545,331.14,33.11,298.03,4685.27,10.0,27.3
2021-05-27,Coca-Cola Diet,Refrigerante,164,101.68,0.0,101.68,0.0,0.0,0.0
2023-01-02,Fanta,Refrigerante,291,178.62,17.86,160.76,1151.76,10.0,5.72
2021-01-02,Coca-Cola Zero,Refrigerante,209,130.88,13.09,117.79,0.0,10.0,0.06
2019-08-19,Schweppes,Refrigerante,265,164.3,0.0,164.3,660.68,0.0,5.35
2020-08-04,Monster,Energetico,444,612.81,30.64,582.17,2548.95,5.0,14.05
2025-02-19,Monster,Energetico,274,378.17,37.82,340.35,0.0,10.0,0.0
2024-11-13,Fanta,Refrigerante,163,100.05,10.01,90.04,398.44,10.0,3.01
2022-10-08,Minute Maid,Suco,276,198.72,19.87,178.85,1923.29,10.0,9.85
2021-05-04,Monster,Energetico,218,300.88,15.04,285.84,0.0,5.0,2.83
2022-01-01,Sprite,Refrigerante,245,148.86,0.0,148.86,821.45,0.0,4.52
2022-10-31,Coca-Cola Diet,Refrigerante,166,102.92,10.29,92.63,0.0,10.0,0.0
2025-04-13,Monster,Energetico,450,621.09,31.05,590.04,2859.39,5.0,16.26
2024-09-28,Dasani,Agua,270,91.8,4.59,87.21,1638.45,5.0,11.93
2024-08-12,Sprite,Refrigerante,176,106.94,0.0,106.94,0.0,0.0,2.36
2020-05-31,Coca-Cola Classica,Refrigerante,401,253.59,12.68,240.91,2815.24,5.0,18.23
2025-10-03,Dasani,Agua,434,147.56,0.0,147.56,4526.3,0.0,23.37
2022-01-09,Sprite,Refrigerante,441,267.95,13.4,254.55,3458.89,5.0,20.39
2021-09-18,Coca-Cola Diet,Refrigerante,224,138.88,0.0,138.88,582.98,0.0,2.12
2022-10-31,Sprite,Refrigerante,191,116.05,5.8,110.25,0.0,5.0,0.34
2021-10-12,Powerade,Bebida Esportiva,593,515.08,51.51,463.57,4713.19,10.0,24.01
2019-11-25,Powerade,Bebida Esportiva,251,218.02,10.9,207.12,0.0,5.0,0.0
2022-04-13,Fanta,Refrigerante,188,115.39,5.77,109.62,0.0,5.0,0.0
2023-06-24,Schweppes,Refrigerante,195,120.9,0.0,120.9,0.0,0.0,1.35
2025-01-17,Dasani,Agua,160,54.4,5.44,48.96,1187.82,10.0,7.73
2020-03-25,Monster,Energetico,238,328.49,16.42,312.07,0.0,5.0,0.42
2020-12-12,Schweppes,Refrigerante,337,208.94,0.0,208.94,1782.96,0.0,7.78
2023-07-01,Schweppes,Refrigerante,202,125.24,0.0,125.24,0.0,0.0,0.0
2020-02-12,Coca-Cola Diet,Refrigerante,185,114.7,0.0,114.7,0.0,0.0,0.0
2023-04-06,Powerade,Bebida Esportiva,497,431.69,21.58,410.11,3526.86,5.0,20.7
2023-11-29,Minute Maid,Suco,431,310.32,31.03,279.29,3718.36,10.0,22.22
2023-05-08,Coca-Cola Classica,Refrigerante,399,252.33,12.62,239.71,2517.86,5.0,15.43
2025-10-20,Dasani,Agua,155,52.7,0.0,52.7,642.35,0.0,2.4
2025-05-02,Monster,Energetico,423,583.82,58.38,525.44,2559.95,10.0,9.97
2018-08-14,Sprite,Refrigerante,415,252.15,0.0,252.15,3027.19,0.0,14.0
2023-05-18,Coca-Cola Zero,Refrigerante,107,67.0,6.7,60.3,0.0,10.0,2.13
2024-08-12,Sprite,Refrigerante,555,337.22,0.0,337.22,4873.63,0.0,26.2
2022-12-02,Fanta,Refrigerante,192,117.85,5.89,111.96,1371.72,5.0,6.42
2018-10-07,Coca-Cola Zero,Refrigerante,382,239.21,23.92,215.29,3271.65,10.0,20.46
2020-12-22,Monster,Energetico,303,418.2,0.0,418.2,693.18,0.0,5.71
2022-06-07,Schweppes,Refrigerante,507,314.34,15.72,298.62,4196.48,5.0,23.12
2020-01-06,Fanta,Refrigerante,320,196.42,19.64,176.78,2253.99,10.0,11.96
2020-12-15,Schweppes,Refrigerante,373,231.26,0.0,231.26,2812.88,0.0,15.27
2025-11-27,Powerade,Bebida Esportiva,471,409.11,0.0,409.11,3019.05,0.0,16.95
2020-11-18,Coca-Cola Zero,Refrigerante,168,105.2,5.26,99.94,0.0,5.0,2.4
2025-03-14,Sprite,Refrigerante,373,226.63,0.0,226.63,1822.84,0.0,10.66
2022-03-12,Powerade,Bebida Esportiva,365,317.04,0.0,317.04,2062.33,0.0,12.43
2024-12-27,Coca-Cola Zero,Refrigerante,242,151.54,7.58,143.96,694.9,5.0,5.58
2023-02-21,Coca-Cola Diet,Refrigerante,324,200.88,10.04,190.84,1385.57,5.0,5.87
2023-09-22,Coca-Cola Zero,Refrigerante,298,186.61,0.0,186.61,1526.49,0.0,9.53
2025-03-19,Minute Maid,Suco,353,254.16,0.0,254.16,3177.05,0.0,17.03
2021-10-26,Schweppes,Refrigerante,192,119.04,11.9,107.14,190.27,10.0,0.0
2024-05-01,Dasani,Agua,413,140.42,7.02,133.4,4191.0,5.0,19.86
2024-10-04,Schweppes,Refrigerante,510,316.2,31.62,284.58,4852.18,10.0,25.16
2020-11-21,Coca-Cola Classica,Refrigerante,217,137.23,0.0,137.23,578.81,0.0,3.98
2020-03-26,Minute Maid,Suco,398,286.56,28.66,257.9,3689.64,10.0,20.46
2020-09-14,Coca-Cola Zero,Refrigerante,388,242.97,12.15,230.82,2461.19,5.0,13.81
2024-11-16,Dasani,Agua,419,142.46,0.0,142.46,4238.99,0.0,26.24
2024-01-26,Schweppes,Refrigerante,426,264.12,26.41,237.71,3377.42,10.0,16.67
2021-09-05,Monster,Energetico,575,793.62,39.68,753.94,4502.22,5.0,24.72
2023-04-16,Minute Maid,Suco,183,131.76,0.0,131.76,494.43,0.0,3.18
2021-04-12,Minute Maid,Suco,530,381.6,0.0,381.6,4996.34,0.0,26.38
2024-05-01,Coca-Cola Zero,Refrigerante,178,111.46,5.57,105.89,309.37,5.0,1.74
2023-12-30,Coca-Cola Classica,Refrigerante,252,159.36,0.0,159.36,1307.71,0.0,4.79
2018-03-23,Powerade,Bebida Esportiva,238,206.73,0.0,206.73,0.0,0.0,2.11
2018-04-29,Coca-Cola Zero,Refrigerante,170,106.45,0.0,106.45,0.0,0.0,0.0
2023-05-20,Fanta,Refrigerante,171,104.96,0.0,104.96,350.94,0.0,4.98
2018-08-16,Coca-Cola Classica,Refrigerante,374,236.52,0.0,236.52,2443.43,0.0,13.39
2021-08-02,Powerade,Bebida Esportiva,293,254.5,12.72,241.78,954.46,5.0,6.79
2021-09-08,Monster,Energetico,221,305.02,0.0,305.02,259.32,0.0,1.35
2020-12-12,Coca-Cola Zero,Refrigerante,423,264.88,0.0,264.88,3168.83,0.0,17.38
2023-04-13,Coca-Cola Diet,Refrigerante,198,122.76,6.14,116.62,0.0,5.0,0.0
2023-11-27,Coca-Cola Diet,Refrigerante,240,148.8,0.0,148.8,668.62,0.0,3.86
2019-12-26,Minute Maid,Suco,403,290.16,14.51,275.65,3292.87,5.0,18.59
2020-11-11,Dasani,Agua,124,42.16,0.0,42.16,792.89,0.0,3.18
2021-06-02,Coca-Cola Classica,Refrigerante,254,160.63,0.0,160.63,873.32,0.0,4.62
2023-09-04,Minute Maid,Suco,436,313.92,0.0,313.92,4053.91,0.0,21.38
2022-10-20,Sprite,Refrigerante,168,102.08,5.1,96.98,0.0,5.0,3.45
2019-12-15,Coca-Cola Classica,Refrigerante,493,311.77,0.0,311.77,3886.87,0.0,21.24
2022-02-26,Coca-Cola Classica,Refrigerante,586,370.59,37.06,333.53,4925.84,10.0,29.41
2019-08-01,Schweppes,Refrigerante,550,341.0,0.0,341.0,4328.95,0.0,23.52
2023-12-31,Dasani,Agua,133,45.22,2.26,42.96,0.0,5.0,0.39
2023-06-11,Coca-Cola Diet,Refrigerante,353,218.86,10.94,207.92,2338.24,5.0,10.88
2020-06-07,Monster,Energetico,467,644.55,0.0,644.55,2912.79,0.0,15.35
2020-05-25,Sprite,Refrigerante,276,167.7,8.38,159.32,1019.95,5.0,5.93
2023-07-22,Schweppes,Refrigerante,295,182.9,0.0,182.9,1491.62,0.0,10.58
2020-10-30,Monster,Energetico,521,719.08,0.0,719.08,3703.27,0.0,20.7
2024-02-21,Sprite,Refrigerante,201,122.13,0.0,122.13,0.0,0.0,2.08
