id_registro,data,loja,entradas,horas_equipe,investimento_divulgacao,canal_divulgacao,desconto_campanha_pct,disponibilidade_produtos_pct,espera_media_min,cupons_emitidos,receita_liquida,lucro_bruto
R04147,2025-08-27,L2,209,38.4,200.28,Redes sociais,10,96.4,11.3,58,4259.38,1384.12
R04148,2025-08-27,L1,128,28.7,0.00,Sem divulgação,20,98.8,8.8,42,2584.79,867.27
R04149,2025-08-27,L7,113,35.9,0.00,Sem divulgação,10,98.7,6.9,46,3598.52,1143.49
R04150,2025-08-27,L6,244,42.2,124.76,WhatsApp,20,94.2,11.5,43,3353.05,963.58
R04151,2025-08-27,L3,230,35.9,0.00,Sem divulgação,0,98.2,14.4,25,1932.94,663.01
R04152,2025-08-27,L5,233,44.4,0.00,Sem divulgação,15,95.4,10.6,56,4212.96,1509.02
R04153,2025-08-28,L4,83,33.2,53.24,Redes sociais,0,99.2,4.3,31,2028.98,795.97
R04154,2025-08-28,L8,122,30.8,193.36,Redes sociais,15,95.1,7.8,52,3387.99,1076.85
R04155,2025-08-28,L2,157,36.8,73.41,WhatsApp,10,97.0,10.0,51,3925.74,1324.57
R04156,2025-08-28,L1,208,45.1,119.28,Mídia local,5,97.5,8.9,65,3871.07,1532.86
R04157,2025-08-28,L7,211,40.3,108.73,Redes sociais,0,96.1,11.3,35,2198.78,830.80
R04158,2025-08-28,L6,206,41.3,89.98,Redes sociais,5,94.0,11.7,37,2517.95,944.49
R04159,2025-08-28,L3,228,44.0,94.69,Redes sociais,0,95.8,13.0,31,2491.37,867.76
R04160,2025-08-28,L5,216,38.3,0.00,Sem divulgação,0,92.9,12.0,37,2425.59,938.31
R04161,2025-08-29,L4,142,36.2,86.66,Mídia local,0,97.7,8.6,45,3274.02,1311.06
R04162,2025-08-29,L8,130,33.4,0.00,Sem divulgação,15,96.2,6.9,54,3508.66,1127.49
R04163,2025-08-29,L2,205,37.1,99.16,Mídia local,5,97.9,10.5,42,3032.10,1069.74
R04164,2025-08-29,L1,161,37.4,59.18,Redes sociais,20,96.3,8.3,44,1833.86,611.66
R04165,2025-08-29,L7,241,45.3,120.99,WhatsApp,5,97.3,9.1,66,5518.32,1898.11
R04166,2025-08-29,L6,155,41.7,0.00,Sem divulgação,5,91.2,6.2,45,3099.95,1114.06
R04167,2025-08-29,L3,241,43.4,0.00,Sem divulgação,20,96.1,12.7,49,3911.69,978.21
R04168,2025-08-29,L5,281,45.9,52.47,WhatsApp,0,96.0,13.6,49,4305.68,1647.12
R04169,2025-08-30,L4,125,29.9,0.00,Sem divulgação,0,97.6,7.1,59,4078.09,1537.47
R04170,2025-08-30,L8,165,35.1,0.00,Sem divulgação,10,93.7,9.2,53,3789.37,1427.08
R04171,2025-08-30,L2,202,39.6,62.75,Redes sociais,5,96.7,11.2,58,4701.94,1671.24
R04172,2025-08-30,L1,196,46.5,146.52,Mídia local,20,96.7,7.8,74,4590.27,1626.03
R04173,2025-08-30,L7,268,45.6,99.96,Redes sociais,15,97.2,12.4,64,4307.95,1241.68
R04174,2025-08-30,L6,229,47.6,60.42,Redes sociais,0,95.1,9.7,54,3455.54,1295.18
R04175,2025-08-30,L3,258,45.4,0.00,Sem divulgação,10,99.4,13.3,58,4548.28,1355.07
R04176,2025-08-30,L5,249,41.8,0.00,Sem divulgação,10,93.9,13.1,45,2827.45,984.26
R04177,2025-09-01,L4,76,23.2,0.00,Sem divulgação,5,93.7,5.4,19,1256.61,450.31
R04178,2025-09-01,L8,164,37.6,304.67,Redes sociais,0,95.7,9.9,48,3466.93,1355.32
R04179,2025-09-01,L2,125,31.7,69.20,WhatsApp,0,94.5,7.3,31,1784.68,663.73
R04180,2025-09-01,L1,179,37.3,163.08,Redes sociais,0,98.5,8.8,62,3949.26,1596.61
R04181,2025-09-01,L7,148,38.1,159.17,Redes sociais,0,92.4,7.1,33,2577.83,943.09
R04182,2025-09-01,L6,213,32.6,112.84,Redes sociais,20,94.6,14.9,79,5343.75,1492.18
R04183,2025-09-01,L3,245,38.5,149.83,WhatsApp,0,94.7,12.9,35,2320.16,813.15
R04184,2025-09-01,L5,178,40.6,0.00,Sem divulgação,5,93.9,9.6,30,2034.33,752.13
R04185,2025-09-02,L4,121,32.0,175.56,Redes sociais,0,94.5,6.2,47,3921.58,1484.94
R04186,2025-09-02,L8,118,32.9,0.00,Sem divulgação,15,97.3,6.5,50,3394.99,1168.98
R04187,2025-09-02,L2,142,34.7,0.00,Sem divulgação,0,93.9,8.4,43,3271.99,1217.73
R04188,2025-09-02,L1,295,43.2,355.20,WhatsApp,20,99.2,13.3,100,5497.04,1818.11
R04189,2025-09-02,L7,217,44.1,106.27,Redes sociais,0,95.8,10.3,45,4071.51,1475.34
R04190,2025-09-02,L6,167,42.5,148.21,WhatsApp,10,87.5,8.4,31,1650.22,555.94
R04191,2025-09-02,L3,219,43.1,78.57,Redes sociais,0,96.3,11.8,32,2910.55,1046.29
R04192,2025-09-02,L5,229,52.6,125.69,Redes sociais,5,92.8,9.1,55,4305.24,1583.28
R04193,2025-09-03,L4,120,29.5,45.56,Redes sociais,15,98.5,7.4,44,3635.45,1293.93
R04194,2025-09-03,L8,114,26.0,0.00,Sem divulgação,5,96.3,8.4,37,2472.41,944.28
R04195,2025-09-03,L2,185,33.2,138.61,Redes sociais,0,96.4,11.4,40,2952.92,1062.73
R04196,2025-09-03,L1,143,28.9,0.00,Sem divulgação,0,96.6,8.5,37,2088.33,850.43
R04197,2025-09-03,L7,194,37.1,95.69,WhatsApp,20,94.6,10.8,53,3892.19,1013.20
R04198,2025-09-03,L6,187,42.3,90.92,WhatsApp,0,100.0,8.4,43,2501.08,949.07
R04199,2025-09-03,L3,187,42.5,95.21,Redes sociais,0,96.4,9.9,25,2274.12,792.88
R04200,2025-09-03,L5,200,45.6,117.10,Redes sociais,0,97.9,9.9,54,3070.66,1188.25
R04201,2025-09-04,L4,124,34.1,106.96,WhatsApp,0,98.0,7.2,43,3082.34,1255.22
R04202,2025-09-04,L8,125,35.7,103.13,Mídia local,0,96.9,7.5,38,2604.49,1052.43
R04203,2025-09-04,L2,143,34.8,0.00,Sem divulgação,20,97.0,8.5,67,4314.47,1239.57
R04204,2025-09-04,L1,247,42.4,270.36,WhatsApp,20,97.0,11.6,78,4107.20,1435.89
R04205,2025-09-04,L7,178,37.3,0.00,Sem divulgação,0,94.5,10.9,40,3241.88,1167.04
R04206,2025-09-04,L6,208,44.8,0.00,Sem divulgação,0,93.2,9.8,60,4025.93,1512.91
R04207,2025-09-04,L3,212,47.2,131.53,Redes sociais,0,95.7,9.4,43,3343.72,1152.07
R04208,2025-09-04,L5,225,38.4,0.00,Sem divulgação,0,92.8,13.5,19,1487.59,577.95
R04209,2025-09-05,L4,106,27.8,98.62,Mídia local,5,96.3,7.5,41,2669.41,1039.42
R04210,2025-09-05,L8,131,29.9,0.00,Sem divulgação,5,95.8,8.1,40,2734.32,1043.33
R04211,2025-09-05,L2,129,41.2,120.43,Mídia local,15,96.9,6.4,54,3013.67,985.69
R04212,2025-09-05,L1,180,40.8,106.99,WhatsApp,0,99.7,9.2,44,3114.10,1309.67
R04213,2025-09-05,L7,213,50.5,156.27,Redes sociais,5,96.3,7.6,61,4983.24,1637.26
R04214,2025-09-05,L6,237,42.4,112.84,Redes sociais,0,92.8,12.1,53,3455.86,1362.27
R04215,2025-09-05,L3,206,47.6,120.72,Mídia local,15,95.0,8.7,52,4020.65,1269.42
R04216,2025-09-05,L5,214,46.0,0.00,Sem divulgação,5,94.0,11.2,40,3031.90,1176.36
R04217,2025-09-06,L4,156,32.8,90.40,WhatsApp,0,96.7,8.2,54,3974.06,1564.46
R04218,2025-09-06,L8,158,34.9,141.30,WhatsApp,15,95.9,8.9,74,4705.94,1633.17
R04219,2025-09-06,L2,156,29.1,0.00,Sem divulgação,0,95.6,10.7,52,3478.37,1233.79
R04220,2025-09-06,L1,152,29.9,0.00,Sem divulgação,0,95.6,9.9,43,2778.24,1130.18
R04221,2025-09-06,L7,202,34.4,0.00,Sem divulgação,0,95.0,12.9,22,1999.25,718.18
R04222,2025-09-06,L6,182,42.5,0.00,Sem divulgação,0,93.7,9.0,29,1983.72,741.81
R04223,2025-09-06,L3,274,50.8,147.47,Redes sociais,5,96.6,11.7,51,4590.45,1590.06
R04224,2025-09-06,L5,287,49.8,173.42,WhatsApp,10,95.6,11.7,67,4903.53,1788.77
R04225,2025-09-08,L4,103,24.8,0.00,Sem divulgação,5,97.7,6.9,42,2831.85,1091.51
R04226,2025-09-08,L8,165,31.4,246.49,WhatsApp,15,95.6,11.5,50,3047.68,991.17
R04227,2025-09-08,L2,106,31.5,0.00,Sem divulgação,15,97.9,5.3,58,4114.21,1242.02
R04228,2025-09-08,L1,136,32.4,45.75,Mídia local,0,96.4,8.6,38,2321.09,918.43
R04229,2025-09-08,L7,217,34.6,160.98,Redes sociais,0,96.4,13.2,31,2357.70,891.46
R04230,2025-09-08,L6,205,38.6,106.76,Mídia local,10,93.5,11.1,56,3659.49,1187.91
R04231,2025-09-08,L3,197,43.0,65.94,Redes sociais,0,97.5,10.8,31,2556.49,892.59
R04232,2025-09-08,L5,173,35.4,0.00,Sem divulgação,5,92.5,9.7,32,2320.59,859.54
R04233,2025-09-09,L4,142,29.1,116.16,Mídia local,0,95.4,9.1,24,1929.62,742.55
R04234,2025-09-09,L8,86,27.8,0.00,Sem divulgação,20,94.1,6.9,29,1877.39,649.38
R04235,2025-09-09,L2,113,32.6,0.00,Sem divulgação,0,97.3,5.9,46,3556.90,1300.39
R04236,2025-09-09,L1,134,28.1,0.00,Sem divulgação,5,95.7,9.9,30,1974.25,783.51
R04237,2025-09-09,L7,168,37.6,152.49,Redes sociais,15,96.0,9.5,69,4858.07,1476.18
R04238,2025-09-09,L6,216,44.7,136.84,WhatsApp,0,95.1,11.4,22,1497.97,559.85
R04239,2025-09-09,L3,195,45.8,145.82,Mídia local,0,96.3,9.4,28,2267.06,799.63
R04240,2025-09-09,L5,252,43.1,104.84,Mídia local,0,95.4,12.2,39,2883.01,1151.23
R04241,2025-09-10,L4,112,27.0,0.00,Sem divulgação,15,98.0,7.1,58,3967.46,1339.23
R04242,2025-09-10,L8,113,28.4,0.00,Sem divulgação,0,96.8,7.5,36,2641.47,1064.75
R04243,2025-09-10,L2,147,29.0,66.93,Mídia local,0,97.8,11.0,32,2439.82,864.33
R04244,2025-09-10,L1,167,42.2,94.06,Redes sociais,15,98.4,8.6,54,2553.44,913.19
R04245,2025-09-10,L7,109,33.2,0.00,Sem divulgação,5,95.5,7.6,27,2291.81,743.22
R04246,2025-09-10,L6,210,42.8,108.13,WhatsApp,20,96.2,11.1,64,4250.03,1312.19
R04247,2025-09-10,L3,212,41.0,37.17,Mídia local,0,97.2,11.5,26,2184.39,789.07
R04248,2025-09-10,L5,216,36.4,0.00,Sem divulgação,0,95.8,12.6,31,2670.43,1023.88
R04249,2025-09-11,L4,94,34.8,57.36,Redes sociais,0,94.8,5.5,27,2210.43,868.88
R04250,2025-09-11,L8,117,25.5,0.00,Sem divulgação,0,95.1,9.7,31,2217.81,897.66
R04251,2025-09-11,L2,130,33.6,0.00,Sem divulgação,5,97.7,9.1,41,3569.84,1237.29
R04252,2025-09-11,L1,189,39.6,102.57,Mídia local,0,98.3,9.4,55,3043.02,1248.73
R04253,2025-09-11,L7,155,32.0,0.00,Sem divulgação,5,94.5,9.9,36,2220.25,734.09
R04254,2025-09-11,L6,167,43.5,56.03,Redes sociais,0,93.6,8.1,45,3128.26,1165.14
R04255,2025-09-11,L3,298,50.7,269.30,WhatsApp,5,94.2,10.3,49,4489.76,1497.20
R04256,2025-09-11,L5,166,36.8,0.00,Sem divulgação,20,94.9,8.3,39,3167.06,1003.61
R04257,2025-09-12,L4,161,36.1,111.09,Redes sociais,10,99.2,7.8,65,4848.18,1874.39
R04258,2025-09-12,L8,126,33.1,0.00,Sem divulgação,10,97.6,6.0,48,2698.57,955.60
R04259,2025-09-12,L2,121,39.7,0.00,Sem divulgação,0,94.2,7.0,33,2491.48,966.32
R04260,2025-09-12,L1,180,45.5,157.45,Redes sociais,20,96.4,7.9,83,4438.05,1416.52
R04261,2025-09-12,L7,182,37.6,0.00,Sem divulgação,0,95.3,9.9,50,3632.03,1271.72
R04262,2025-09-12,L6,224,45.3,0.00,Sem divulgação,5,95.9,10.7,47,3301.52,1207.56
R04263,2025-09-12,L3,207,48.2,111.97,WhatsApp,10,97.4,8.5,61,5010.13,1577.82
R04264,2025-09-12,L5,266,48.9,0.00,Sem divulgação,15,95.2,12.6,70,5331.16,1716.71
R04265,2025-09-13,L4,92,24.5,0.00,Sem divulgação,0,96.3,7.4,30,2638.97,1077.47
R04266,2025-09-13,L8,167,29.4,68.20,WhatsApp,20,97.5,13.7,66,3597.67,1194.03
R04267,2025-09-13,L2,168,38.9,107.82,Redes sociais,0,95.4,8.9,56,4865.42,1819.68
R04268,2025-09-13,L1,143,32.5,0.00,Sem divulgação,15,97.8,10.4,50,2767.96,1022.93
R04269,2025-09-13,L7,133,37.4,0.00,Sem divulgação,0,97.6,8.6,36,3158.73,1155.91
R04270,2025-09-13,L6,219,40.5,125.41,WhatsApp,15,85.2,11.2,43,3068.21,995.22
R04271,2025-09-13,L3,247,48.6,220.55,Mídia local,5,97.3,10.6,47,4315.20,1409.47
R04272,2025-09-13,L5,262,53.9,118.19,Mídia local,15,94.9,8.5,65,4718.49,1557.70
R04273,2025-09-15,L4,93,32.3,148.33,Redes sociais,0,95.3,3.7,36,2889.69,1089.94
R04274,2025-09-15,L8,91,25.1,0.00,Sem divulgação,0,96.3,5.3,39,2640.74,1076.17
R04275,2025-09-15,L2,99,20.6,0.00,Sem divulgação,15,96.1,10.1,28,2147.77,641.60
R04276,2025-09-15,L1,174,38.8,164.62,WhatsApp,5,95.8,9.9,49,2538.44,979.55
R04277,2025-09-15,L7,152,33.2,68.45,Redes sociais,20,96.6,9.4,46,2815.54,740.89
R04278,2025-09-15,L6,118,34.9,0.00,Sem divulgação,0,95.9,6.5,25,1772.05,672.35
R04279,2025-09-15,L3,189,42.2,78.16,WhatsApp,0,96.4,10.8,37,3100.79,1018.82
R04280,2025-09-15,L5,174,32.0,0.00,Sem divulgação,10,96.6,11.2,47,3252.85,1115.73
R04281,2025-09-16,L4,121,37.6,172.36,WhatsApp,15,98.5,5.5,71,4628.90,1544.28
R04282,2025-09-16,L8,108,25.3,0.00,Sem divulgação,10,95.7,8.2,31,2290.68,848.42
R04283,2025-09-16,L2,132,29.3,49.14,Redes sociais,0,97.5,8.7,36,2198.62,795.90
R04284,2025-09-16,L1,205,34.4,86.36,Mídia local,10,94.9,12.7,46,2891.73,1093.51
R04285,2025-09-16,L7,146,33.2,0.00,Sem divulgação,10,93.4,8.4,43,3777.28,1272.99
R04286,2025-09-16,L6,186,38.1,112.67,WhatsApp,15,98.0,10.1,40,3030.78,973.61
R04287,2025-09-16,L3,151,39.1,0.00,Sem divulgação,5,97.9,9.6,25,1791.95,575.28
R04288,2025-09-16,L5,239,41.4,187.20,WhatsApp,10,93.8,13.7,41,2752.82,951.46
R04289,2025-09-17,L4,84,26.0,0.00,Sem divulgação,10,88.0,5.3,31,2672.65,945.96
R04290,2025-09-17,L8,98,24.5,0.00,Sem divulgação,10,98.0,8.9,40,2576.33,921.59
R04291,2025-09-17,L2,159,36.7,125.72,WhatsApp,5,96.6,7.7,57,4084.02,1499.41
R04292,2025-09-17,L1,115,30.4,0.00,Sem divulgação,0,96.2,7.6,31,2143.42,879.87
R04293,2025-09-17,L7,176,33.0,0.00,Sem divulgação,0,95.6,10.6,20,1625.66,591.08
R04294,2025-09-17,L6,242,43.8,149.16,Redes sociais,5,96.7,11.9,40,2625.85,938.14
R04295,2025-09-17,L3,211,37.6,86.03,WhatsApp,0,91.4,12.9,18,1560.61,560.32
R04296,2025-09-17,L5,182,46.7,172.42,Mídia local,10,95.2,9.3,57,3429.00,1206.19
R04297,2025-09-18,L4,89,24.8,0.00,Sem divulgação,5,100.0,6.9,34,2159.34,823.01
R04298,2025-09-18,L8,102,21.9,0.00,Sem divulgação,5,95.8,9.3,27,1800.91,723.75
R04299,2025-09-18,L2,157,41.6,152.05,Redes sociais,5,97.3,6.9,54,4585.22,1606.16
R04300,2025-09-18,L1,184,37.1,155.61,WhatsApp,5,96.7,11.1,51,3398.73,1297.19
R04301,2025-09-18,L7,207,41.4,147.39,WhatsApp,0,95.1,11.1,34,2527.26,894.61
R04302,2025-09-18,L6,223,39.2,220.44,WhatsApp,0,93.9,12.5,54,4678.93,1823.48
R04303,2025-09-18,L3,166,37.9,0.00,Sem divulgação,15,95.4,8.1,37,2798.95,756.45
R04304,2025-09-18,L5,229,43.9,0.00,Sem divulgação,0,94.5,10.9,34,2673.83,1021.32
R04305,2025-09-19,L4,155,34.2,125.69,Redes sociais,0,96.6,8.9,53,3357.23,1290.52
R04306,2025-09-19,L8,208,41.4,217.83,Redes sociais,10,93.9,8.4,61,3311.26,1184.77
R04307,2025-09-19,L2,212,39.6,141.69,Redes sociais,15,95.6,11.2,66,4575.61,1447.57
R04308,2025-09-19,L1,202,37.2,129.10,WhatsApp,0,95.7,11.4,37,2019.06,825.48
R04309,2025-09-19,L7,235,45.5,215.38,Redes sociais,0,94.3,12.6,44,3378.61,1220.73
R04310,2025-09-19,L6,188,45.0,0.00,Sem divulgação,10,94.4,8.5,44,2621.46,875.26
R04311,2025-09-19,L3,228,51.0,177.38,Redes sociais,0,94.0,8.1,47,4710.25,1632.87
R04312,2025-09-19,L5,215,49.4,166.61,Redes sociais,10,94.7,8.9,49,4466.00,1507.57
R04313,2025-09-20,L4,174,30.8,178.12,Redes sociais,10,98.5,9.9,66,4334.21,1549.83
R04314,2025-09-20,L8,136,34.2,113.48,Redes sociais,15,97.8,7.2,60,4029.31,1457.32
R04315,2025-09-20,L2,167,33.9,91.56,WhatsApp,5,95.8,9.8,43,3199.28,1166.72
R04316,2025-09-20,L1,184,34.5,110.79,Mídia local,10,92.4,11.2,46,3104.30,1177.82
R04317,2025-09-20,L7,192,45.1,75.14,Redes sociais,5,96.1,8.9,64,5229.30,1879.52
R04318,2025-09-20,L6,210,39.0,87.86,WhatsApp,15,95.3,10.7,60,3607.10,1177.28
R04319,2025-09-20,L3,192,46.6,94.60,Mídia local,15,93.3,9.2,49,3728.56,1132.18
R04320,2025-09-20,L5,214,41.0,0.00,Sem divulgação,0,95.3,13.4,37,2649.01,1015.71
R04321,2025-09-22,L4,88,28.6,51.34,WhatsApp,5,96.0,4.6,34,2837.35,997.80
R04322,2025-09-22,L8,139,31.3,83.23,Redes sociais,0,98.5,8.4,37,2749.31,1069.93
R04323,2025-09-22,L2,95,27.1,0.00,Sem divulgação,0,96.2,6.4,27,1976.62,741.83
R04324,2025-09-22,L1,142,41.6,197.46,Redes sociais,0,96.6,5.9,45,2648.38,1083.48
R04325,2025-09-22,L7,172,34.8,205.07,Redes sociais,20,95.3,10.4,60,4029.09,1177.53
R04326,2025-09-22,L6,172,33.9,105.17,Redes sociais,5,95.8,11.0,40,2839.34,1041.31
R04327,2025-09-22,L3,185,43.3,98.54,Redes sociais,0,94.7,7.9,38,2688.45,904.61
R04328,2025-09-22,L5,186,39.8,0.00,Sem divulgação,0,93.4,10.1,26,1888.43,745.16
R04329,2025-09-23,L4,93,20.3,0.00,Sem divulgação,0,94.4,8.1,32,2562.23,1008.99
R04330,2025-09-23,L8,91,20.5,0.00,Sem divulgação,0,94.8,6.4,31,1972.11,779.87
R04331,2025-09-23,L2,120,28.7,0.00,Sem divulgação,5,94.3,8.0,38,3339.80,1176.99
R04332,2025-09-23,L1,158,25.8,90.90,WhatsApp,0,98.9,12.5,34,2066.30,830.87
R04333,2025-09-23,L7,179,35.6,85.99,WhatsApp,0,91.6,10.4,35,2681.36,987.85
R04334,2025-09-23,L6,185,46.0,150.07,WhatsApp,15,95.6,8.7,48,3359.24,1122.41
R04335,2025-09-23,L3,243,43.6,91.17,Redes sociais,5,96.6,12.7,35,3216.70,1048.16
R04336,2025-09-23,L5,161,43.3,200.47,Mídia local,5,93.9,8.1,24,1738.38,649.31
R04337,2025-09-24,L4,164,24.7,72.52,Mídia local,0,98.2,14.2,37,2918.75,1133.92
R04338,2025-09-24,L8,179,36.0,128.68,Redes sociais,0,95.9,10.5,48,3849.72,1495.27
R04339,2025-09-24,L2,163,33.4,0.00,Sem divulgação,0,98.6,10.3,42,3118.09,1181.41
R04340,2025-09-24,L1,176,31.7,89.54,Mídia local,0,93.4,10.2,45,2434.64,982.29
R04341,2025-09-24,L7,153,41.3,0.00,Sem divulgação,20,97.1,8.5,60,3637.31,991.43
R04342,2025-09-24,L6,227,46.3,62.49,Mídia local,0,94.3,9.1,49,3051.13,1146.34
R04343,2025-09-24,L3,161,43.4,0.00,Sem divulgação,0,96.3,7.9,42,3331.86,1128.21
R04344,2025-09-24,L5,265,52.4,49.76,Redes sociais,0,96.0,9.9,64,4499.90,1758.77
R04345,2025-09-25,L4,91,25.1,0.00,Sem divulgação,10,96.5,6.5,36,2446.84,877.31
R04346,2025-09-25,L8,177,40.0,250.89,Redes sociais,20,97.0,8.2,68,4209.69,1344.49
R04347,2025-09-25,L2,138,35.0,0.00,Sem divulgação,0,94.8,7.7,29,2009.43,729.43
R04348,2025-09-25,L1,141,23.1,0.00,Sem divulgação,0,96.8,13.7,34,2389.40,933.61
R04349,2025-09-25,L7,140,37.8,0.00,Sem divulgação,0,93.4,7.3,37,3528.32,1255.28
R04350,2025-09-25,L6,200,36.1,73.09,WhatsApp,0,97.1,11.9,65,4524.34,1746.81
R04351,2025-09-25,L3,203,41.7,0.00,Sem divulgação,0,94.6,9.1,36,3000.66,1095.46
R04352,2025-09-25,L5,168,45.6,0.00,Sem divulgação,0,100.0,8.5,41,3057.20,1223.37
R04353,2025-09-26,L4,143,31.4,76.30,Redes sociais,5,94.6,7.5,42,3125.19,1061.44
R04354,2025-09-26,L8,185,38.1,232.06,Redes sociais,0,95.7,9.8,50,3417.75,1396.32
R04355,2025-09-26,L2,161,29.5,0.00,Sem divulgação,0,95.7,11.3,30,2311.72,834.11
R04356,2025-09-26,L1,145,32.0,0.00,Sem divulgação,0,96.1,9.0,46,2993.43,1192.65
R04357,2025-09-26,L7,224,38.9,100.90,WhatsApp,15,94.2,11.4,68,4689.76,1397.85
R04358,2025-09-26,L6,271,49.4,182.12,WhatsApp,0,93.2,10.8,42,3223.78,1197.67
R04359,2025-09-26,L3,223,46.8,0.00,Sem divulgação,0,95.0,10.0,35,2604.21,899.98
R04360,2025-09-26,L5,310,47.9,86.79,WhatsApp,10,94.5,15.1,42,2896.65,1027.25
R04361,2025-09-27,L4,166,39.5,151.04,WhatsApp,0,95.4,7.3,63,4976.16,1921.29
R04362,2025-09-27,L8,166,40.0,127.52,Mídia local,0,94.7,7.4,64,4835.54,1867.29
R04363,2025-09-27,L2,111,28.6,0.00,Sem divulgação,10,95.9,6.7,53,3359.74,1085.66
R04364,2025-09-27,L1,202,31.1,0.00,Sem divulgação,10,96.6,15.3,48,3437.84,1261.16
R04365,2025-09-27,L7,158,40.3,0.00,Sem divulgação,15,93.6,9.3,52,3649.87,1206.19
R04366,2025-09-27,L6,195,43.4,0.00,Sem divulgação,5,96.3,9.7,49,3084.06,1115.93
R04367,2025-09-27,L3,205,44.1,0.00,Sem divulgação,5,94.9,11.3,34,2583.34,849.45
R04368,2025-09-27,L5,263,42.8,45.64,Mídia local,0,93.1,13.6,34,2414.35,926.22
R04369,2025-09-29,L4,158,34.0,259.76,Redes sociais,15,97.0,9.0,81,5179.70,1601.18
R04370,2025-09-29,L8,131,32.5,105.19,Redes sociais,0,97.9,6.4,56,3644.18,1446.45
R04371,2025-09-29,L2,104,26.3,0.00,Sem divulgação,10,94.7,8.2,30,2097.66,693.51
R04372,2025-09-29,L1,113,26.6,0.00,Sem divulgação,5,96.9,7.7,36,2261.57,908.45
R04373,2025-09-29,L7,123,31.6,119.03,Redes sociais,0,96.3,7.9,27,1919.43,690.16
R04374,2025-09-29,L6,134,39.2,0.00,Sem divulgação,0,94.6,6.0,29,2219.95,850.40
R04375,2025-09-29,L3,148,36.2,0.00,Sem divulgação,5,96.7,7.3,42,3497.58,1115.82
R04376,2025-09-29,L5,191,34.5,0.00,Sem divulgação,10,95.1,12.6,31,2008.55,694.92
R04377,2025-09-30,L4,115,32.2,157.33,Redes sociais,10,95.3,5.3,48,3631.46,1313.27
R04378,2025-09-30,L8,115,25.1,0.00,Sem divulgação,0,98.3,8.8,39,2696.52,1087.15
R04379,2025-09-30,L2,140,26.6,0.00,Sem divulgação,15,94.6,12.1,36,2271.13,655.17
R04380,2025-09-30,L1,175,40.4,199.51,Redes sociais,10,98.0,9.4,58,3013.94,1094.38
R04381,2025-09-30,L7,162,31.5,0.00,Sem divulgação,0,94.6,10.7,30,2346.95,849.81
R04382,2025-09-30,L6,191,41.3,108.26,Redes sociais,5,96.1,10.1,46,2932.80,1078.02
R04383,2025-09-30,L3,171,38.8,0.00,Sem divulgação,15,96.3,9.7,40,3127.67,877.84
R04384,2025-09-30,L5,158,44.2,0.00,Sem divulgação,5,94.3,9.0,30,2159.12,801.99
R04385,2025-10-01,L4,101,28.9,0.00,Sem divulgação,10,98.6,6.4,56,3526.43,1328.54
R04386,2025-10-01,L8,120,33.9,0.00,Sem divulgação,20,96.6,7.3,58,3218.20,1103.57
R04387,2025-10-01,L2,145,29.0,0.00,Sem divulgação,0,94.8,10.2,29,2225.69,822.41
R04388,2025-10-01,L1,115,36.6,0.00,Sem divulgação,0,93.7,6.8,31,2017.79,819.09
R04389,2025-10-01,L7,176,40.5,142.21,Mídia local,5,93.0,8.8,56,4730.26,1633.74
R04390,2025-10-01,L6,209,41.4,0.00,Sem divulgação,10,94.1,10.0,47,3202.65,1093.37
R04391,2025-10-01,L3,245,49.8,188.28,WhatsApp,0,95.7,11.9,36,3341.30,1192.87
R04392,2025-10-01,L5,225,48.9,93.93,Redes sociais,15,96.0,10.1,56,4250.61,1472.57
R04393,2025-10-02,L4,121,34.1,151.42,Redes sociais,0,97.9,6.0,48,3981.50,1580.23
R04394,2025-10-02,L8,96,25.7,0.00,Sem divulgação,10,96.3,6.8,37,2691.75,976.79
R04395,2025-10-02,L2,156,33.5,0.00,Sem divulgação,0,94.9,8.6,49,3974.33,1422.67
R04396,2025-10-02,L1,173,37.0,94.08,WhatsApp,0,95.5,8.6,32,1865.09,756.39
R04397,2025-10-02,L7,130,37.8,110.44,Redes sociais,0,95.7,7.4,50,4064.13,1402.65
R04398,2025-10-02,L6,161,41.4,58.61,WhatsApp,10,96.1,8.0,51,2940.62,941.11
R04399,2025-10-02,L3,199,45.1,110.46,Redes sociais,5,94.2,9.4,53,4299.34,1414.56
R04400,2025-10-02,L5,237,39.3,0.00,Sem divulgação,5,94.9,14.5,54,4351.43,1578.64
R04401,2025-10-03,L4,121,27.0,59.69,Mídia local,0,97.5,6.9,51,3327.46,1250.17
R04402,2025-10-03,L8,131,31.5,0.00,Sem divulgação,5,95.9,9.0,52,3070.36,1222.07
R04403,2025-10-03,L2,181,39.6,198.78,Mídia local,0,96.5,9.1,42,3570.83,1330.79
R04404,2025-10-03,L1,142,38.3,0.00,Sem divulgação,10,97.1,7.0,57,4020.75,1577.59
R04405,2025-10-03,L7,207,44.3,79.30,Redes sociais,15,95.7,9.5,63,5370.83,1553.50
R04406,2025-10-03,L6,173,41.0,0.00,Sem divulgação,15,95.7,9.9,45,2644.02,868.40
R04407,2025-10-03,L3,220,38.9,0.00,Sem divulgação,0,94.6,11.0,34,2832.04,972.58
R04408,2025-10-03,L5,209,47.6,25.00,WhatsApp,0,93.3,9.2,36,2910.71,1149.61
